item_id,display_name,lr_category,lr_sub_category,count,base_value,price_current,price_industrial_town,price_industrial_city,price_market_town,price_market_city,price_religious_town,price_temple_city,has_quality_tiers,price_uncommon_current,price_uncommon_industrial_town,price_uncommon_industrial_city,price_uncommon_market_town,price_uncommon_market_city,price_uncommon_religious_town,price_uncommon_temple_city,price_rare_current,price_rare_industrial_town,price_rare_industrial_city,price_rare_market_town,price_rare_market_city,price_rare_religious_town,price_rare_temple_city,price_epic_current,price_epic_industrial_town,price_epic_industrial_city,price_epic_market_town,price_epic_market_city,price_epic_religious_town,price_epic_temple_city,price_legendary_current,price_legendary_industrial_town,price_legendary_industrial_city,price_legendary_market_town,price_legendary_market_city,price_legendary_religious_town,price_legendary_temple_city
AR128,Milk Chocolate,artisanal_goods,CANDY (LIMIT 10 EACH),32,6.0,55.0,66,42.9,33,75.9,79.2,72.6,True,55.0,66,42.9,33,75.9,79.2,72.6,7,7.0,8,5.2,4,9.2,9.6,8,8,8.0,9,5.85,4.5,10.35,0.125,9,9,10.0,12,7.8,6
AR129,Nutty Chocolate,artisanal_goods,CANDY (LIMIT 10 EACH),32,7.0,43.0,51,33.15,25.5,58.65,61.2,56.1,True,43.0,51,33.15,25.5,58.65,61.2,56.1,9,10.0,12,7.8,6,13.8,14.4,9,9,9.0,10,6.5,5,11.5,0.1111111111,10,10,11.0,13,8.45,6.5
AR130,Peanut Candy,artisanal_goods,CANDY (LIMIT 10 EACH),32,11.0,13.0,15,9.75,7.5,17.25,18,16.5,True,13.0,15,9.75,7.5,17.25,18,16.5,13,13.0,15,9.75,7.5,17.25,18,14,14,14.0,16,10.4,8,18.4,0.1428571429,15,15,15.0,18,11.7,9
AR131,Sunflower Candy,artisanal_goods,CANDY (LIMIT 10 EACH),32,12.0,13.0,15,9.75,7.5,17.25,18,16.5,True,13.0,15,9.75,7.5,17.25,18,16.5,14,14.0,16,10.4,8,18.4,19.2,15,15,16.0,19,12.35,9.5,21.85,0.1875,17,17,19.0,22,14.3,11
AR132,White Chocolate,artisanal_goods,CANDY (LIMIT 10 EACH),32,13.0,40.0,48,31.2,24,55.2,57.6,52.8,True,40.0,48,31.2,24,55.2,57.6,52.8,15,16.0,19,12.35,9.5,21.85,22.8,17,17,18.0,21,13.65,10.5,24.15,0.1666666667,18,18,19.0,22,14.3,11
AR133,Mashed Gozinaki,artisanal_goods,CANDY (LIMIT 10 EACH),43,7.0,9.0,10,6.5,5,11.5,12,11,True,9.0,10,6.5,5,11.5,12,11,9,9.0,10,6.5,5,11.5,12,9,9,10.0,12,7.8,6,13.8,0.2,10,10,11.0,13,8.45,6.5
AR134,Beany Trail Mix,artisanal_goods,OTHER (LIMIT 20 EACH),16,4.0,5.0,6,3.9,3,6.9,7.2,6.6,True,5.0,6,3.9,3,6.9,7.2,6.6,5,5.0,6,3.9,3,6.9,7.2,5,5,5.0,6,3.9,3,6.9,0.2,6,6,6.0,7,4.55,3.5
AR135,Cheesy Trail Mix,artisanal_goods,OTHER (LIMIT 20 EACH),16,5.0,7.0,8,5.2,4,9.2,9.6,8.8,True,7.0,8,5.2,4,9.2,9.6,8.8,6,7.0,8,5.2,4,9.2,9.6,7,7,8.0,9,5.85,4.5,10.35,0.125,7,7,7.0,8,5.2,4
AR136,Fish Gelatin,artisanal_goods,OTHER (LIMIT 20 EACH),32,5.0,7.0,8,5.2,4,9.2,9.6,8.8,True,7.0,8,5.2,4,9.2,9.6,8.8,6,6.0,7,4.55,3.5,8.05,8.4,7,7,7.0,8,5.2,4,9.2,0.1428571429,7,7,8.0,9,5.85,4.5
AR137,Fish Sauce (LIMIT 5),artisanal_goods,OTHER (LIMIT 20 EACH),50,100.0,106.0,127,82.55,63.5,146.05,152.4,139.7,True,106.0,127,82.55,63.5,146.05,152.4,139.7,115,115.0,138,89.7,69,158.7,165.6,125,125,128.0,153,99.45,76.5,175.95,0.1953125,135,135,143.0,171,111.15,85.5
AR138,Fruit Gelatin,artisanal_goods,OTHER (LIMIT 20 EACH),32,3.0,4.0,4,2.6,2,4.6,4.8,4.4,True,4.0,4,2.6,2,4.6,4.8,4.4,4,4.0,4,2.6,2,4.6,4.8,4,4,4.0,4,2.6,2,4.6,0,5,5,5.0,6,3.9,3
AR139,Fruit Syrup,artisanal_goods,OTHER (LIMIT 20 EACH),50,15.0,17.0,20,13,10,23,24,22,True,17.0,20,13,10,23,24,22,18,19.0,22,14.3,11,25.3,26.4,19,19,21.0,25,16.25,12.5,28.75,0.1904761905,21,21,23.0,27,17.55,13.5
AR140,Fruity Trail Mix,artisanal_goods,OTHER (LIMIT 20 EACH),16,3.0,4.0,4,2.6,2,4.6,4.8,4.4,True,4.0,4,2.6,2,4.6,4.8,4.4,4,4.0,4,2.6,2,4.6,4.8,4,4,4.0,4,2.6,2,4.6,0,5,5,5.0,6,3.9,3
AR141,Gelatin,artisanal_goods,OTHER (LIMIT 20 EACH),32,4.0,5.0,6,3.9,3,6.9,7.2,6.6,True,5.0,6,3.9,3,6.9,7.2,6.6,5,5.0,6,3.9,3,6.9,7.2,5,5,5.0,6,3.9,3,6.9,0.2,6,6,6.0,7,4.55,3.5
AR142,Hardened Cocoa Oil,artisanal_goods,OTHER (LIMIT 20 EACH),50,38.0,44.0,52,33.8,26,59.8,62.4,57.2,True,44.0,52,33.8,26,59.8,62.4,57.2,44,48.0,57,37.05,28.5,65.55,68.4,48,48,52.0,62,40.3,31,71.3,0.1923076923,52,52,57.0,68,44.2,34
AR143,Honey Gelatin,artisanal_goods,OTHER (LIMIT 20 EACH),32,4.0,5.0,6,3.9,3,6.9,7.2,6.6,True,5.0,6,3.9,3,6.9,7.2,6.6,5,5.0,6,3.9,3,6.9,7.2,5,5,5.0,6,3.9,3,6.9,0.2,6,6,6.0,7,4.55,3.5
AR144,Maple Syrup,artisanal_goods,OTHER (LIMIT 20 EACH),50,60.0,63.0,75,48.75,37.5,86.25,90,82.5,True,63.0,75,48.75,37.5,86.25,90,82.5,69,70.0,84,54.6,42,96.6,100.8,75,75,78.0,93,60.45,46.5,106.95,0.1923076923,81,81,87.0,104,67.6,52
AR145,Meaty Trail Mix,artisanal_goods,OTHER (LIMIT 20 EACH),16,6.0,7.0,8,5.2,4,9.2,9.6,8.8,True,7.0,8,5.2,4,9.2,9.6,8.8,7,8.0,9,5.85,4.5,10.35,10.8,8,8,8.0,9,5.85,4.5,10.35,0.125,9,9,9.0,10,6.5,5
AR146,Nutty Trail Mix,artisanal_goods,OTHER (LIMIT 20 EACH),16,7.0,8.0,9,5.85,4.5,10.35,10.8,9.9,True,8.0,9,5.85,4.5,10.35,10.8,9.9,9,9.0,10,6.5,5,11.5,12,9,9,9.0,10,6.5,5,11.5,0.1111111111,10,10,11.0,13,8.45,6.5
AR147,Peanut Butter (LIMIT 5),artisanal_goods,OTHER (LIMIT 20 EACH),50,100.0,108.0,129,83.85,64.5,148.35,154.8,141.9,True,108.0,129,83.85,64.5,148.35,154.8,141.9,115,126.0,151,98.15,75.5,173.65,181.2,125,125,127.0,152,98.8,76,174.8,0.1968503937,135,135,137.0,164,106.6,82
AR148,Pickled Fruit,artisanal_goods,OTHER (LIMIT 20 EACH),1,3.0,4.0,4,2.6,2,4.6,4.8,4.4,True,4.0,4,2.6,2,4.6,4.8,4.4,4,4.0,4,2.6,2,4.6,4.8,4,4,4.0,4,2.6,2,4.6,0,5,5,5.0,6,3.9,3
AR149,Pickled Vegetable,artisanal_goods,OTHER (LIMIT 20 EACH),1,2.0,3.0,3,1.95,1.5,3.45,3.6,3.3,True,3.0,3,1.95,1.5,3.45,3.6,3.3,3,3.0,3,1.95,1.5,3.45,3.6,3,3,3.0,3,1.95,1.5,3.45,0,3,3,3.0,3,1.95,1.5
AR150,Seed Oil,artisanal_goods,OTHER (LIMIT 20 EACH),50,50.0,58.0,69,44.85,34.5,79.35,82.8,75.9,True,58.0,69,44.85,34.5,79.35,82.8,75.9,58,62.0,74,48.1,37,85.1,88.8,63,63,65.0,78,50.7,39,89.7,0.2,68,68,71.0,85,55.25,42.5
AR151,Soy Sauce (LIMIT 5),artisanal_goods,OTHER (LIMIT 20 EACH),50,80.0,86.0,103,66.95,51.5,118.45,123.6,113.3,True,86.0,103,66.95,51.5,118.45,123.6,113.3,92,97.0,116,75.4,58,133.4,139.2,100,100,101.0,121,78.65,60.5,139.15,0.198019802,108,108,114.0,136,88.4,68
AR152,Vegetable Gelatin,artisanal_goods,OTHER (LIMIT 20 EACH),32,3.0,4.0,4,2.6,2,4.6,4.8,4.4,True,4.0,4,2.6,2,4.6,4.8,4.4,4,4.0,4,2.6,2,4.6,4.8,4,4,4.0,4,2.6,2,4.6,0,5,5,5.0,6,3.9,3
AR285,Sash,artisanal_goods,Clothing,1,10.0,12.0,14,9.1,7,16.1,16.8,15.4,True,12.0,14,9.1,7,16.1,16.8,15.4,12,13.0,15,9.75,7.5,17.25,18,13,13,14.0,16,10.4,8,18.4,0.1428571429,14,14,14.0,16,10.4,8
AR286,Pants,artisanal_goods,Clothing,1,12.0,13.0,15,9.75,7.5,17.25,18,16.5,True,13.0,15,9.75,7.5,17.25,18,16.5,14,14.0,16,10.4,8,18.4,19.2,15,15,16.0,19,12.35,9.5,21.85,0.1875,17,17,18.0,21,13.65,10.5
AR287,Shoes,artisanal_goods,Clothing,1,15.0,17.0,20,13,10,23,24,22,True,17.0,20,13,10,23,24,22,18,18.0,21,13.65,10.5,24.15,25.2,19,19,20.0,24,15.6,12,27.6,0.2,21,21,22.0,26,16.9,13
AR288,Mask,artisanal_goods,Clothing,1,4.0,5.0,6,3.9,3,6.9,7.2,6.6,True,5.0,6,3.9,3,6.9,7.2,6.6,5,5.0,6,3.9,3,6.9,7.2,5,5,5.0,6,3.9,3,6.9,0.2,6,6,6.0,7,4.55,3.5
AR289,Belt,artisanal_goods,Clothing,1,6.0,7.0,8,5.2,4,9.2,9.6,8.8,True,7.0,8,5.2,4,9.2,9.6,8.8,7,8.0,9,5.85,4.5,10.35,10.8,8,8,8.0,9,5.85,4.5,10.35,0.125,9,9,10.0,12,7.8,6
AR290,Hat (non bamboo),artisanal_goods,Clothing,1,8.0,10.0,12,7.8,6,13.8,14.4,13.2,True,10.0,12,7.8,6,13.8,14.4,13.2,10,10.0,12,7.8,6,13.8,14.4,10,10,11.0,13,8.45,6.5,14.95,0.1818181818,11,11,12.0,14,9.1,7
AR291,Shirt,artisanal_goods,Clothing,1,12.0,14.0,16,10.4,8,18.4,19.2,17.6,True,14.0,16,10.4,8,18.4,19.2,17.6,14,15.0,18,11.7,9,20.7,21.6,15,15,16.0,19,12.35,9.5,21.85,0.1875,17,17,18.0,21,13.65,10.5
AR292,Jacket,artisanal_goods,Clothing,1,15.0,17.0,20,13,10,23,24,22,True,17.0,20,13,10,23,24,22,18,19.0,22,14.3,11,25.3,26.4,19,19,20.0,24,15.6,12,27.6,0.2,21,21,22.0,26,16.9,13
AR293,Gloves,artisanal_goods,Clothing,1,8.0,10.0,12,7.8,6,13.8,14.4,13.2,True,10.0,12,7.8,6,13.8,14.4,13.2,10,11.0,13,8.45,6.5,14.95,15.6,10,10,11.0,13,8.45,6.5,14.95,0.1818181818,11,11,11.0,13,8.45,6.5
AR294,Pipeleaf Blend,artisanal_goods,Drugs & Medicinal (NO REED POULTICES) (LIMIT 15 EACH),1,6.0,9.0,10.0,6.5,5,11.5,12,11,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR295,Flower Shag,artisanal_goods,Drugs & Medicinal (NO REED POULTICES) (LIMIT 15 EACH),32,3.0,4.0,5.0,3.25,2.5,5.75,6,5.5,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR296,Horsetail Poultice,artisanal_goods,Drugs & Medicinal (NO REED POULTICES) (LIMIT 15 EACH),4,3,4.0,5.0,3.25,2.5,5.75,6,5.5,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR297,Honey Sulfur Poultice,artisanal_goods,Drugs & Medicinal (NO REED POULTICES) (LIMIT 15 EACH),4,2,3.0,4.0,2.6,2,4.6,4.8,4.4,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR298,Honey Pepper Poultice,artisanal_goods,Drugs & Medicinal (NO REED POULTICES) (LIMIT 15 EACH),4,2,3.0,4.0,2.6,2,4.6,4.8,4.4,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR299,Ivy Vinegar Poultice,artisanal_goods,Drugs & Medicinal (NO REED POULTICES) (LIMIT 15 EACH),4,2,4.0,10.0,6.5,5,11.5,12,11,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR300,Resin Elder Poultice,artisanal_goods,Drugs & Medicinal (NO REED POULTICES) (LIMIT 15 EACH),4,2,3.0,10.0,6.5,5,11.5,12,11,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR301,Falseorange Poultice,artisanal_goods,Drugs & Medicinal (NO REED POULTICES) (LIMIT 15 EACH),4,2,4.0,5.0,3.25,2.5,5.75,6,5.5,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR302,Snowberry Poultice,artisanal_goods,Drugs & Medicinal (NO REED POULTICES) (LIMIT 15 EACH),4,2,5.0,6.0,3.9,3,6.9,7.2,6.6,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR303,Byrony Poultice,artisanal_goods,Drugs & Medicinal (NO REED POULTICES) (LIMIT 15 EACH),4,2,3.0,4.0,2.6,2,4.6,4.8,4.4,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR304,Baneberry Poultice,artisanal_goods,Drugs & Medicinal (NO REED POULTICES) (LIMIT 15 EACH),4,2,3.0,5.0,3.25,2.5,5.75,6,5.5,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR305,Bearberry Poultice,artisanal_goods,Drugs & Medicinal (NO REED POULTICES) (LIMIT 15 EACH),4,2,4.0,5.0,3.25,2.5,5.75,6,5.5,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR306,Smelling Salt,artisanal_goods,Drugs & Medicinal (NO REED POULTICES) (LIMIT 15 EACH),1,2,5.0,10.0,6.5,5,11.5,12,11,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR307,Canoe (Was a boat),artisanal_goods,Transport,1,60.0,20.0,24,15.6,12,27.6,28.8,26.4,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR308,Wide Cart,artisanal_goods,Transport,1,70.0,78.0,93,60.45,46.5,106.95,111.6,102.3,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR309,Narrow Cart,artisanal_goods,Transport,1,65.0,55.0,66,42.9,33,75.9,79.2,72.6,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR310,Saddle,artisanal_goods,Transport,1,90.0,95.0,114,74.1,57,131.1,136.8,125.4,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR311,Medallion,artisanal_goods,Transport,1,7.0,7.0,8,5.2,4,9.2,9.6,8.8,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR312,Ales (Per barrel) (Limit 25),artisanal_goods,"Alcohol (Note: for every +1 age of alcohol, the price increases by 25 copper) (LIMIT 5 EACH)",50,20.0,30.0,5.0,3.25,2.5,5.75,6,5.5,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR313,Brandy (Per barrel),artisanal_goods,"Alcohol (Note: for every +1 age of alcohol, the price increases by 25 copper) (LIMIT 5 EACH)",50,250.0,300.0,3.0,1.95,1.5,3.45,3.6,3.3,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR314,HoneyJack (Per barrel),artisanal_goods,"Alcohol (Note: for every +1 age of alcohol, the price increases by 25 copper) (LIMIT 5 EACH)",50,90.0,150.0,5.0,3.25,2.5,5.75,6,5.5,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR315,Mead (Per barrel),artisanal_goods,"Alcohol (Note: for every +1 age of alcohol, the price increases by 25 copper) (LIMIT 5 EACH)",50,40.0,70.0,5.0,3.25,2.5,5.75,6,5.5,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR316,Sake / Whiskey (Per barrel),artisanal_goods,"Alcohol (Note: for every +1 age of alcohol, the price increases by 25 copper) (LIMIT 5 EACH)",50,140.0,90.0,5.0,3.25,2.5,5.75,6,5.5,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR317,Cassava Vodka (Per barrel),artisanal_goods,"Alcohol (Note: for every +1 age of alcohol, the price increases by 25 copper) (LIMIT 5 EACH)",50,135.0,110.0,5.0,3.25,2.5,5.75,6,5.5,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR318,Breadfruit Vodka (Per barrel),artisanal_goods,"Alcohol (Note: for every +1 age of alcohol, the price increases by 25 copper) (LIMIT 5 EACH)",50,120.0,120.0,5.0,3.25,2.5,5.75,6,5.5,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR319,Wines/Cider (Per barrel) (Limit 25),artisanal_goods,"Alcohol (Note: for every +1 age of alcohol, the price increases by 25 copper) (LIMIT 5 EACH)",50,30.0,15.0,5.0,3.25,2.5,5.75,6,5.5,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR320,Ore Blasting Bomb,artisanal_goods,Other,4,2.0,2.0,2,1.3,1,2.3,2.4,2.2,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR321,Stone Blasting Bomb,artisanal_goods,Other,4,3.0,3.0,3,1.95,1.5,3.45,3.6,3.3,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR322,Scrap Bomb,artisanal_goods,Other,4,6.0,6.0,7,4.55,3.5,8.05,8.4,7.7,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR323,Rock Blasting Bomb,artisanal_goods,Other,8,3.0,3.0,3,1.95,1.5,3.45,3.6,3.3,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR324,Fruitpress,artisanal_goods,Other,1,5.0,5.0,6,3.9,3,6.9,7.2,6.6,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR325,Leather,artisanal_goods,Crafting Goods,64,64.0,64.0,64,41.6,32,73.6,76.8,70.4,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR326,Vessels (Pottery Unique),artisanal_goods,Crafting Goods,1,10.0,10.0,10,6.5,5,11.5,12,11,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR327,Armor Tailoring Kit,artisanal_goods,Crafting Goods,1,5.0,5.0,5,3.25,2.5,5.75,6,5.5,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR328,Sewing Kit,artisanal_goods,Crafting Goods,1,4.0,4.0,4,2.6,2,4.6,4.8,4.4,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR329,Glass,artisanal_goods,Crafting Goods,8,4.0,4.0,6.0,3.9,3,6.9,7.2,6.6,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR330,Empty Book,artisanal_goods,Crafting Goods,1,13.0,13.0,8.0,5.2,4,9.2,9.6,8.8,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR331,"Twine (Processed, not flax fibers) (NOT BUYING)",artisanal_goods,Crafting Goods,128,1.0,1.0,1.0,0.65,0.5,1.15,1.2,1.1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR332,Linen / Cloth,artisanal_goods,Crafting Goods,32,32.0,32.0,30.0,19.5,15,34.5,36,33,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR333,Regular Candles,artisanal_goods,Crafting Goods,32,9.0,9.0,10,6.5,5,11.5,12,11,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR334,"Regular Candles, Colored Flames",artisanal_goods,Crafting Goods,32,11.0,11.0,13,8.45,6.5,14.95,15.6,14.3,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR335,Dyed Candles,artisanal_goods,Crafting Goods,32,13.0,13.0,15,9.75,7.5,17.25,18,16.5,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR336,"Dyed Candles, Colored Flames",artisanal_goods,Crafting Goods,32,15.0,15.0,18,11.7,9,20.7,21.6,19.8,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR337,"Yellow, Green, Gray",artisanal_goods,Tier 1 Dyes,50,10.0,10.0,12,7.8,6,13.8,14.4,13.2,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR338,"Red, Blue, Orange, Purple, Pink, Black, Spindle Red, Woad Blue, Teal, Lime",artisanal_goods,Tier 2 Dyes,50,14.0,14.0,16,10.4,8,18.4,19.2,17.6,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR339,"White, Brown, Mint, Sky Blue, Lavender",artisanal_goods,Tier 3 Dyes,50,18.0,18.0,21,13.65,10.5,24.15,25.2,23.1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
