item_id,display_name,lr_category,lr_sub_category,count,base_value,price_current,price_industrial_town,price_industrial_city,price_market_town,price_market_city,price_religious_town,price_temple_city,has_quality_tiers,price_uncommon_current,price_uncommon_industrial_town,price_uncommon_industrial_city,price_uncommon_market_town,price_uncommon_market_city,price_uncommon_religious_town,price_uncommon_temple_city,price_rare_current,price_rare_industrial_town,price_rare_industrial_city,price_rare_market_town,price_rare_market_city,price_rare_religious_town,price_rare_temple_city,price_epic_current,price_epic_industrial_town,price_epic_industrial_city,price_epic_market_town,price_epic_market_city,price_epic_religious_town,price_epic_temple_city,price_legendary_current,price_legendary_industrial_town,price_legendary_industrial_city,price_legendary_market_town,price_legendary_market_city,price_legendary_religious_town,price_legendary_temple_city
IN119,Steel Long Sword,industrial_goods,STEEL,1,5,5.0,2.0,1.3,1,2.3,2.4,2.2,True,5.0,2.0,1.3,1,2.3,2.4,2.2,6,6.0,4.0,2.6,2,4.6,4.8,7,7,6.0,4.0,2.6,2,4.6,-0.3333333333,7,7,8.0,5.0,3.25,2.5
IN120,Steel Short Sword,industrial_goods,STEEL,1,4,4.0,2.0,1.3,1,2.3,2.4,2.2,True,4.0,2.0,1.3,1,2.3,2.4,2.2,5,5.0,4.0,2.6,2,4.6,4.8,5,5,5.0,3.0,1.95,1.5,3.45,-0.4,6,6,6.0,4.0,2.6,2
IN121,Steel Arming Sword,industrial_goods,STEEL,1,3,3.0,2.0,1.3,1,2.3,2.4,2.2,True,3.0,2.0,1.3,1,2.3,2.4,2.2,4,3.0,2.0,1.3,1,2.3,2.4,4,4,4.0,2.0,1.3,1,2.3,-0.5,5,5,4.0,2.0,1.3,1
IN122,Steel Javelin,industrial_goods,STEEL,1,3,3.0,2.0,1.3,1,2.3,2.4,2.2,True,3.0,2.0,1.3,1,2.3,2.4,2.2,4,4.0,3.0,1.95,1.5,3.45,3.6,4,4,4.0,2.0,1.3,1,2.3,-0.5,5,5,4.0,2.0,1.3,1
IN123,Steel Pike,industrial_goods,STEEL,1,3,3.0,2.0,1.3,1,2.3,2.4,2.2,True,3.0,2.0,1.3,1,2.3,2.4,2.2,4,3.0,2.0,1.3,1,2.3,2.4,4,4,4.0,2.0,1.3,1,2.3,-0.5,5,5,4.0,2.0,1.3,1
IN124,Steel Mace,industrial_goods,STEEL,1,3,3.0,2.0,1.3,1,2.3,2.4,2.2,True,3.0,2.0,1.3,1,2.3,2.4,2.2,4,3.0,2.0,1.3,1,2.3,2.4,4,4,4.0,2.0,1.3,1,2.3,-0.5,5,5,4.0,2.0,1.3,1
IN125,Steel Poleaxe,industrial_goods,STEEL,1,3,3.0,2.0,1.3,1,2.3,2.4,2.2,True,3.0,2.0,1.3,1,2.3,2.4,2.2,4,4.0,3.0,1.95,1.5,3.45,3.6,4,4,4.0,2.0,1.3,1,2.3,-0.5,5,5,4.0,2.0,1.3,1
IN126,Steel Halberd,industrial_goods,STEEL,1,3,3.0,2.0,1.3,1,2.3,2.4,2.2,True,3.0,2.0,1.3,1,2.3,2.4,2.2,4,3.0,2.0,1.3,1,2.3,2.4,4,4,4.0,2.0,1.3,1,2.3,-0.5,5,5,4.0,2.0,1.3,1
IN127,Meteoric Arrows / Bolts,industrial_goods,METEORIC IRON,64,44,91.0,68.0,44.2,34,78.2,81.6,74.8,True,91.0,68.0,44.2,34,78.2,81.6,74.8,51,95.0,67.0,43.55,33.5,77.05,80.4,55,55,108.0,75.0,48.75,37.5,86.25,-0.3055555556,60,60,112.0,78.0,50.7,39
IN128,Meteoric Long Axe,industrial_goods,METEORIC IRON,1,11,22.0,15.0,9.75,7.5,17.25,18,16.5,True,22.0,15.0,9.75,7.5,17.25,18,16.5,13,24.0,17.0,11.05,8.5,19.55,20.4,14,14,25.0,17.0,11.05,8.5,19.55,-0.32,15,15,29.0,20.0,13,10
IN129,Meteoric Sabre,industrial_goods,METEORIC IRON,1,22,44.0,33.0,21.45,16.5,37.95,39.6,36.3,True,44.0,33.0,21.45,16.5,37.95,39.6,36.3,26,47.0,33.0,21.45,16.5,37.95,39.6,28,28,54.0,37.0,24.05,18.5,42.55,-0.3148148148,30,30,54.0,37.0,24.05,18.5
IN130,Meteoric Great Sword,industrial_goods,METEORIC IRON,1,22,44.0,33.0,21.45,16.5,37.95,39.6,36.3,True,44.0,33.0,21.45,16.5,37.95,39.6,36.3,26,51.0,36.0,23.4,18,41.4,43.2,28,28,51.0,35.0,22.75,17.5,40.25,-0.3137254902,30,30,57.0,39.0,25.35,19.5
IN131,Meteoric Long Sword,industrial_goods,METEORIC IRON,1,22,44.0,33.0,21.45,16.5,37.95,39.6,36.3,True,44.0,33.0,21.45,16.5,37.95,39.6,36.3,26,46.0,32.0,20.8,16,36.8,38.4,28,28,53.0,37.0,24.05,18.5,42.55,-0.3018867925,30,30,55.0,38.0,24.7,19
IN132,Meteoric Short Sword,industrial_goods,METEORIC IRON,1,17,35.0,27.0,17.55,13.5,31.05,32.4,29.7,True,35.0,27.0,17.55,13.5,31.05,32.4,29.7,20,38.0,27.0,17.55,13.5,31.05,32.4,22,22,40.0,28.0,18.2,14,32.2,-0.3,23,23,42.0,29.0,18.85,14.5
IN133,Meteoric Arming Sword,industrial_goods,METEORIC IRON,1,11,22.0,15.0,9.75,7.5,17.25,18,16.5,True,22.0,15.0,9.75,7.5,17.25,18,16.5,13,25.0,18.0,11.7,9,20.7,21.6,14,14,26.0,18.0,11.7,9,20.7,-0.3076923077,15,15,29.0,20.0,13,10
IN134,Meteoric Javelin,industrial_goods,METEORIC IRON,1,11,21.0,14.0,9.1,7,16.1,16.8,15.4,True,21.0,14.0,9.1,7,16.1,16.8,15.4,13,23.0,16.0,10.4,8,18.4,19.2,14,14,26.0,18.0,11.7,9,20.7,-0.3076923077,15,15,29.0,20.0,13,10
IN135,Meteoric Pike,industrial_goods,METEORIC IRON,1,11,23.0,16.0,10.4,8,18.4,19.2,17.6,True,23.0,16.0,10.4,8,18.4,19.2,17.6,13,24.0,17.0,11.05,8.5,19.55,20.4,14,14,26.0,18.0,11.7,9,20.7,-0.3076923077,15,15,28.0,19.0,12.35,9.5
IN136,Meteoric Mace,industrial_goods,METEORIC IRON,1,13,26.0,19.0,12.35,9.5,21.85,22.8,20.9,True,26.0,19.0,12.35,9.5,21.85,22.8,20.9,15,26.0,18.0,11.7,9,20.7,21.6,17,17,29.0,20.0,13,10,23,-0.3103448276,18,18,30.0,21.0,13.65,10.5
IN137,Meteoric Poleaxe,industrial_goods,METEORIC IRON,1,11,22.0,17.0,11.05,8.5,19.55,,18.7,True,22.0,17.0,11.05,8.5,19.55,,18.7,13,25.0,18.0,11.7,9,20.7,21.6,14,14,26.0,18.0,11.7,9,20.7,-0.3076923077,15,15,28.0,19.0,12.35,9.5
IN138,Meteoric Halberd,industrial_goods,METEORIC IRON,1,14,27.0,20.0,13,10,23,24,22,True,27.0,20.0,13,10,23,24,22,17,32.0,22.0,14.3,11,25.3,26.4,18,18,32.0,22.0,14.3,11,25.3,-0.3125,19,19,36.0,25.0,16.25,12.5
IN139,Silver Arrows / Bolts,industrial_goods,SILVER,64,22,50.0,35.0,22.75,17.5,40.25,42,38.5,True,50.0,35.0,22.75,17.5,40.25,42,38.5,26,54.0,38.0,24.7,19,43.7,45.6,28,28,58.0,40.0,26,20,46,-0.3103448276,30,30,63.0,44.0,28.6,22
IN140,Silver Long Axe,industrial_goods,SILVER,1,6,12.0,8.0,5.2,4,9.2,9.6,8.8,True,12.0,8.0,5.2,4,9.2,9.6,8.8,7,14.0,10.0,6.5,5,11.5,12,8,8,14.0,9.0,5.85,4.5,10.35,-0.3571428571,9,9,16.0,11.0,7.15,5.5
IN141,Silver Sabre,industrial_goods,SILVER,1,11,25.0,17.0,11.05,8.5,19.55,20.4,18.7,True,25.0,17.0,11.05,8.5,19.55,20.4,18.7,13,28.0,20.0,13,10,23,24,14,14,29.0,20.0,13,10,23,-0.3103448276,15,15,32.0,22.0,14.3,11
IN142,Silver Great Sword,industrial_goods,SILVER,1,11,25.0,17.0,11.05,8.5,19.55,20.4,18.7,True,25.0,17.0,11.05,8.5,19.55,20.4,18.7,13,27.0,19.0,12.35,9.5,21.85,22.8,14,14,28.0,19.0,12.35,9.5,21.85,-0.3214285714,15,15,32.0,22.0,14.3,11
IN143,Silver Long Sword,industrial_goods,SILVER,1,11,25.0,16.0,10.4,8,18.4,19.2,17.6,True,25.0,16.0,10.4,8,18.4,19.2,17.6,13,26.0,18.0,11.7,9,20.7,21.6,14,14,29.0,20.0,13,10,23,-0.3103448276,15,15,32.0,22.0,14.3,11
IN144,Silver Short Sword,industrial_goods,SILVER,1,9,19.0,12.0,7.8,6,13.8,14.4,13.2,True,19.0,12.0,7.8,6,13.8,14.4,13.2,11,21.0,15.0,9.75,7.5,17.25,18,12,12,23.0,16.0,10.4,8,18.4,-0.3043478261,13,13,25.0,17.0,11.05,8.5
IN145,Silver Arming Sword,industrial_goods,SILVER,1,6,13.0,7.0,4.55,3.5,8.05,8.4,7.7,True,13.0,7.0,4.55,3.5,8.05,8.4,7.7,7,14.0,10.0,6.5,5,11.5,12,8,8,14.0,9.0,5.85,4.5,10.35,-0.3571428571,9,9,16.0,11.0,7.15,5.5
IN146,Silver Javelin,industrial_goods,SILVER,1,6,12.0,6.0,3.9,3,6.9,7.2,6.6,True,12.0,6.0,3.9,3,6.9,7.2,6.6,7,14.0,10.0,6.5,5,11.5,12,8,8,15.0,10.0,6.5,5,11.5,-0.3333333333,9,9,16.0,11.0,7.15,5.5
IN147,Silver Pike,industrial_goods,SILVER,1,6,13.0,7.0,4.55,3.5,8.05,8.4,7.7,True,13.0,7.0,4.55,3.5,8.05,8.4,7.7,7,13.0,9.0,5.85,4.5,10.35,10.8,8,8,14.0,9.0,5.85,4.5,10.35,-0.3571428571,9,9,16.0,11.0,7.15,5.5
IN148,Silver Mace,industrial_goods,SILVER,1,7,15.0,7.0,4.55,3.5,8.05,8.4,7.7,True,15.0,7.0,4.55,3.5,8.05,8.4,7.7,9,16.0,11.0,7.15,5.5,12.65,13.2,9,9,18.0,12.0,7.8,6,13.8,-0.3333333333,10,10,18.0,12.0,7.8,6
IN149,Silver oleaxe,industrial_goods,SILVER,1,6,13.0,7.0,4.55,3.5,8.05,8.4,7.7,True,13.0,7.0,4.55,3.5,8.05,8.4,7.7,7,14.0,10.0,6.5,5,11.5,12,8,8,14.0,9.0,5.85,4.5,10.35,-0.3571428571,9,9,15.0,10.0,6.5,5
IN150,Silver Halberd,industrial_goods,SILVER,1,7,16.0,9.0,5.85,4.5,10.35,10.8,9.9,True,16.0,9.0,5.85,4.5,10.35,10.8,9.9,9,18.0,13.0,8.45,6.5,14.95,15.6,9,9,19.0,13.0,8.45,6.5,14.95,-0.3157894737,10,10,20.0,14.0,9.1,7
IN151,Gold Arrows / Bolts,industrial_goods,GOLD,64,31,53.0,41.0,26.65,20.5,47.15,49.2,45.1,True,53.0,41.0,26.65,20.5,47.15,49.2,45.1,36,58.0,41.0,26.65,20.5,47.15,49.2,39,39,66.0,46.0,29.9,23,52.9,-0.303030303,42,42,68.0,47.0,30.55,23.5
IN152,Gold Long Axe,industrial_goods,GOLD,1,8,15.0,8.0,5.2,4,9.2,9.6,8.8,True,15.0,8.0,5.2,4,9.2,9.6,8.8,10,16.0,11.0,7.15,5.5,12.65,13.2,10,10,17.0,11.0,7.15,5.5,12.65,-0.3529411765,11,11,19.0,13.0,8.45,6.5
IN153,Gold Sabre,industrial_goods,GOLD,1,16,28.0,19.0,12.35,9.5,21.85,22.8,20.9,True,28.0,19.0,12.35,9.5,21.85,22.8,20.9,19,31.0,22.0,14.3,11,25.3,26.4,20,20,35.0,24.0,15.6,12,27.6,-0.3142857143,22,22,36.0,25.0,16.25,12.5
IN154,Gold Great Sword,industrial_goods,GOLD,1,16,30.0,21.0,13.65,10.5,24.15,25.2,23.1,True,30.0,21.0,13.65,10.5,24.15,25.2,23.1,19,32.0,22.0,14.3,11,25.3,26.4,20,20,33.0,23.0,14.95,11.5,26.45,-0.303030303,22,22,34.0,23.0,14.95,11.5
IN155,Gold Long Sword,industrial_goods,GOLD,1,16,29.0,20.0,13,10,23,24,22,True,29.0,20.0,13,10,23,24,22,19,30.0,21.0,13.65,10.5,24.15,25.2,20,20,34.0,23.0,14.95,11.5,26.45,-0.3235294118,22,22,37.0,25.0,16.25,12.5
IN156,Gold Short Sword,industrial_goods,GOLD,1,12,20.0,14.0,9.1,7,16.1,16.8,15.4,True,20.0,14.0,9.1,7,16.1,16.8,15.4,14,24.0,17.0,11.05,8.5,19.55,20.4,15,15,26.0,18.0,11.7,9,20.7,-0.3076923077,17,17,27.0,18.0,11.7,9
IN157,Gold Arming Sword,industrial_goods,GOLD,1,8,14.0,8.0,5.2,4,9.2,9.6,8.8,True,14.0,8.0,5.2,4,9.2,9.6,8.8,10,16.0,11.0,7.15,5.5,12.65,13.2,10,10,18.0,12.0,7.8,6,13.8,-0.3333333333,11,11,19.0,13.0,8.45,6.5
IN158,Gold Javelin,industrial_goods,GOLD,1,8,14.0,8.0,5.2,4,9.2,9.6,8.8,True,14.0,8.0,5.2,4,9.2,9.6,8.8,10,16.0,11.0,7.15,5.5,12.65,13.2,10,10,18.0,12.0,7.8,6,13.8,-0.3333333333,11,11,18.0,12.0,7.8,6
IN159,Gold Pike,industrial_goods,GOLD,1,8,15.0,9.0,5.85,4.5,10.35,10.8,9.9,True,15.0,9.0,5.85,4.5,10.35,10.8,9.9,10,16.0,11.0,7.15,5.5,12.65,13.2,10,10,18.0,12.0,7.8,6,13.8,-0.3333333333,11,11,19.0,13.0,8.45,6.5
IN160,Gold Mace,industrial_goods,GOLD,1,9,15.0,9.0,5.85,4.5,10.35,10.8,9.9,True,15.0,9.0,5.85,4.5,10.35,10.8,9.9,11,19.0,13.0,8.45,6.5,14.95,15.6,12,12,20.0,14.0,9.1,7,16.1,-0.3,13,13,19.0,13.0,8.45,6.5
IN161,Gold Poleaxe,industrial_goods,GOLD,1,8,15.0,9.0,5.85,4.5,10.35,10.8,9.9,True,15.0,9.0,5.85,4.5,10.35,10.8,9.9,10,15.0,11.0,7.15,5.5,12.65,13.2,10,10,18.0,12.0,7.8,6,13.8,-0.3333333333,11,11,20.0,14.0,9.1,7
IN162,Gold Halberd,industrial_goods,GOLD,1,10,18.0,11.0,7.15,5.5,12.65,13.2,12.1,True,18.0,11.0,7.15,5.5,12.65,13.2,12.1,12,18.0,13.0,8.45,6.5,14.95,15.6,13,13,20.0,14.0,9.1,7,16.1,-0.3,14,14,22.0,15.0,9.75,7.5
IN163,Crossbow,industrial_goods,RANGED,1,20.0,22.0,13.0,8.45,6.5,14.95,15.6,14.3,True,22.0,13.0,8.45,6.5,14.95,15.6,14.3,23,24.0,17.0,11.05,8.5,19.55,20.4,25,25,26.0,18.0,11.7,9,20.7,-0.3076923077,27,27,27.0,18.0,11.7,9
IN164,Longbow,industrial_goods,RANGED,1,12.0,14.0,8.0,5.2,4,9.2,9.6,8.8,True,14.0,8.0,5.2,4,9.2,9.6,8.8,14,15.0,11.0,7.15,5.5,12.65,13.2,15,15,16.0,11.0,7.15,5.5,12.65,-0.3125,17,17,18.0,12.0,7.8,6
IN165,Recurve Bow,industrial_goods,RANGED,1,8.0,9.0,6.0,3.9,3,6.9,7.2,6.6,True,9.0,6.0,3.9,3,6.9,7.2,6.6,10,11.0,8.0,5.2,4,9.2,9.6,10,10,11.0,7.0,4.55,3.5,8.05,-0.3636363636,11,11,11.0,7.0,4.55,3.5
IN166,Bear Hide,industrial_goods,Armor (LIMIT 10 TOTAL),1,40.0,47.0,37.0,24.05,18.5,42.55,44.4,40.7,True,47.0,37.0,24.05,18.5,42.55,44.4,40.7,46,49.0,34.0,22.1,17,39.1,40.8,50,50,54.0,37.0,24.05,18.5,42.55,-0.3148148148,54,54,59.0,41.0,26.65,20.5
IN167,Jerkin,industrial_goods,Armor (LIMIT 10 TOTAL),1,14,17.0,10.0,6.5,5,11.5,12,11,True,17.0,10.0,6.5,5,11.5,12,11,17,18.0,13.0,8.45,6.5,14.95,15.6,18,18,19.0,13.0,8.45,6.5,14.95,-0.3157894737,19,19,20.0,14.0,9.1,7
IN168,Gambeson,industrial_goods,Armor (LIMIT 10 TOTAL),1,23,25.0,17.0,11.05,8.5,19.55,20.4,18.7,True,25.0,17.0,11.05,8.5,19.55,20.4,18.7,27,28.0,20.0,13,10,23,24,29,29,30.0,21.0,13.65,10.5,24.15,-0.3,32,32,35.0,24.0,15.6,12
IN169,Tailored Gambeson,industrial_goods,Armor (LIMIT 10 TOTAL),1,42,50.0,35.0,22.75,17.5,40.25,42,38.5,True,50.0,35.0,22.75,17.5,40.25,42,38.5,49,53.0,27.0,17.55,13.5,31.05,32.4,53,53,57.0,39.0,25.35,19.5,44.85,-0.3157894737,57,57,61.0,42.0,27.3,21
IN170,Copper Lamellar,industrial_goods,LAMELLAR,1,33,61.0,40.0,26,20,46,48,44,True,61.0,40.0,26,20,46,48,44,38,61.0,43.0,27.95,21.5,49.45,51.6,42,42,70.0,49.0,31.85,24.5,56.35,-0.3,45,45,76.0,53.0,34.45,26.5
IN171,Tin Bronze Lamellar,industrial_goods,LAMELLAR,1,33,57.0,45.0,29.25,22.5,51.75,54,49.5,True,57.0,45.0,29.25,22.5,51.75,54,49.5,38,63.0,44.0,28.6,22,50.6,52.8,42,42,65.0,45.0,29.25,22.5,51.75,-0.3076923077,45,45,72.0,50.0,32.5,25
IN172,Bismuth Bronze Lamellar,industrial_goods,LAMELLAR,1,33,63.0,51.0,33.15,25.5,58.65,61.2,56.1,True,63.0,51.0,33.15,25.5,58.65,61.2,56.1,38,74.0,52.0,33.8,26,59.8,62.4,42,42,75.0,52.0,33.8,26,59.8,-0.3066666667,45,45,86.0,60.0,39,30
IN173,Black Bronze Lamellar,industrial_goods,LAMELLAR,1,42,88.0,62.0,40.3,31,71.3,74.4,68.2,True,88.0,62.0,40.3,31,71.3,74.4,68.2,49,92.0,64.0,41.6,32,73.6,76.8,53,53,103.0,72.0,46.8,36,82.8,-0.3009708738,57,57,110.0,77.0,50.05,38.5
IN174,Copper Brigandine,industrial_goods,BRIGANDINE,1,55,77.0,55.0,35.75,27.5,63.25,66,60.5,True,77.0,55.0,35.75,27.5,63.25,66,60.5,64,86.0,60.0,39,30,69,72,69,69,91.0,63.0,40.95,31.5,72.45,-0.3076923077,75,75,102.0,71.0,46.15,35.5
IN175,Bismuth Bronze Brigandine,industrial_goods,BRIGANDINE,1,55,79.0,60.0,39,30,69,72,66,True,79.0,60.0,39,30,69,72,66,64,93.0,65.0,42.25,32.5,74.75,78,69,69,100.0,70.0,45.5,35,80.5,-0.3,75,75,111.0,77.0,50.05,38.5
IN176,Tin Bronze Brigandine,industrial_goods,BRIGANDINE,1,55,74.0,56.0,36.4,28,64.4,67.2,61.6,True,74.0,56.0,36.4,28,64.4,67.2,61.6,64,88.0,61.0,39.65,30.5,70.15,73.2,69,69,91.0,63.0,40.95,31.5,72.45,-0.3076923077,75,75,101.0,70.0,45.5,35
IN177,Black Bronze Brigandine,industrial_goods,BRIGANDINE,1,62,98.0,76.0,49.4,38,87.4,91.2,83.6,True,98.0,76.0,49.4,38,87.4,91.2,83.6,72,102.0,71.0,46.15,35.5,81.65,85.2,78,78,119.0,83.0,53.95,41.5,95.45,-0.3025210084,84,84,121.0,84.0,54.6,42
IN178,Iron Brigandine,industrial_goods,BRIGANDINE,1,72,98.0,81.0,52.65,40.5,93.15,97.2,89.1,True,98.0,81.0,52.65,40.5,93.15,97.2,89.1,83,110.0,77.0,50.05,38.5,88.55,92.4,90,90,119.0,83.0,53.95,41.5,95.45,-0.3025210084,98,98,131.0,91.0,59.15,45.5
IN179,Metoric Iron Brigandine,industrial_goods,BRIGANDINE,1,152,216.0,165.0,107.25,82.5,189.75,198,181.5,True,216.0,165.0,107.25,82.5,189.75,198,181.5,175,257.0,179.0,116.35,89.5,205.85,214.8,190,190,265.0,185.0,120.25,92.5,212.75,-0.3018867925,206,206,296.0,207.0,134.55,103.5
IN180,Steel Brigandine,industrial_goods,BRIGANDINE,1,68,44.0,44.0,28.6,22,50.6,52.8,48.4,True,44.0,44.0,28.6,22,50.6,52.8,48.4,79,47.0,32.0,20.8,16,36.8,38.4,85,85,53.0,37.0,24.05,18.5,42.55,-0.3018867925,92,92,84.0,58.0,37.7,29
IN181,Copper Chain,industrial_goods,CHAIN,1,47,76.0,50.0,32.5,25,57.5,60,55,True,76.0,50.0,32.5,25,57.5,60,55,55,84.0,58.0,37.7,29,66.7,69.6,59,59,93.0,65.0,42.25,32.5,74.75,-0.3010752688,64,64,106.0,74.0,48.1,37
IN182,Gold Chain,industrial_goods,CHAIN,1,81,150.0,120.0,78,60,138,144,132,True,150.0,120.0,78,60,138,144,132,94,157.0,109.0,70.85,54.5,125.35,130.8,102,102,163.0,114.0,74.1,57,131.1,-0.3006134969,110,110,188.0,131.0,85.15,65.5
IN183,Silver Chain,industrial_goods,CHAIN,1,58,137.0,110.0,71.5,55,126.5,132,121,True,137.0,110.0,71.5,55,126.5,132,121,67,146.0,102.0,66.3,51,117.3,122.4,73,73,151.0,105.0,68.25,52.5,120.75,-0.3046357616,79,79,161.0,112.0,72.8,56
IN184,Bismuth Bronze Chain,industrial_goods,CHAIN,1,47,88.0,60.0,39,30,69,72,66,True,88.0,60.0,39,30,69,72,66,55,101.0,70.0,45.5,35,80.5,84,59,59,111.0,77.0,50.05,38.5,88.55,-0.3063063063,64,64,119.0,83.0,53.95,41.5
IN185,Tin Bronze Chain,industrial_goods,CHAIN,1,47,76.0,50.0,32.5,25,57.5,60,55,True,76.0,50.0,32.5,25,57.5,60,55,55,85.0,59.0,38.35,29.5,67.85,70.8,59,59,92.0,64.0,41.6,32,73.6,-0.3043478261,64,64,101.0,70.0,45.5,35
IN186,Black Bronze Chain,industrial_goods,CHAIN,1,58,117.0,95.0,61.75,47.5,109.25,114,104.5,True,117.0,95.0,61.75,47.5,109.25,114,104.5,67,131.0,91.0,59.15,45.5,104.65,109.2,73,73,133.0,93.0,60.45,46.5,106.95,-0.3007518797,79,79,148.0,103.0,66.95,51.5
IN187,Iron Chain,industrial_goods,CHAIN,1,93,155.0,122.0,79.3,61,140.3,146.4,134.2,True,155.0,122.0,79.3,61,140.3,146.4,134.2,107,166.0,116.0,75.4,58,133.4,139.2,117,117,171.0,119.0,77.35,59.5,136.85,-0.3040935673,126,126,192.0,134.0,87.1,67
IN188,Metoric Iron Chain,industrial_goods,CHAIN,1,176,301.0,220.0,143,110,253,264,242,True,301.0,220.0,143,110,253,264,242,203,324.0,226.0,146.9,113,259.9,271.2,220,220,355.0,248.0,161.2,124,285.2,-0.3014084507,238,238,371.0,259.0,168.35,129.5
IN189,Steel Chain,industrial_goods,CHAIN,1,49,45.0,30.0,19.5,15,34.5,36,33,True,45.0,30.0,19.5,15,34.5,36,33,57,49.0,34.0,22.1,17,39.1,40.8,62,62,49.0,34.0,22.1,17,39.1,-0.306122449,67,67,74.0,51.0,33.15,25.5
IN190,Copper Scale,industrial_goods,SCALE,1,44,80.0,42.0,27.3,21,48.3,50.4,46.2,True,80.0,42.0,27.3,21,48.3,50.4,46.2,51,85.0,59.0,38.35,29.5,67.85,70.8,55,55,92.0,64.0,41.6,32,73.6,-0.3043478261,60,60,99.0,69.0,44.85,34.5
IN191,Gold Scale,industrial_goods,SCALE,1,77,136.0,112.0,72.8,56,128.8,134.4,123.2,True,136.0,112.0,72.8,56,128.8,134.4,123.2,89,147.0,102.0,66.3,51,117.3,122.4,97,97,166.0,116.0,75.4,58,133.4,-0.3012048193,104,104,172.0,120.0,78,60
IN192,Silver Scale,industrial_goods,SCALE,1,55,125.0,99.0,64.35,49.5,113.85,118.8,108.9,True,125.0,99.0,64.35,49.5,113.85,118.8,108.9,64,129.0,90.0,58.5,45,103.5,108,69,69,141.0,98.0,63.7,49,112.7,-0.304964539,75,75,163.0,114.0,74.1,57
IN193,Bismuth Bronze Scale,industrial_goods,SCALE,1,44,92.0,64.0,41.6,32,73.6,76.8,70.4,True,92.0,64.0,41.6,32,73.6,76.8,70.4,51,93.0,65.0,42.25,32.5,74.75,78,55,55,106.0,74.0,48.1,37,85.1,-0.3018867925,60,60,111.0,77.0,50.05,38.5
IN194,Tin Bronze Scale,industrial_goods,SCALE,1,44,72.0,52.0,33.8,26,59.8,62.4,57.2,True,72.0,52.0,33.8,26,59.8,62.4,57.2,51,81.0,56.0,36.4,28,64.4,67.2,55,55,92.0,64.0,41.6,32,73.6,-0.3043478261,60,60,98.0,68.0,44.2,34
IN195,Black Bronze Scale,industrial_goods,SCALE,1,55,106.0,106.0,68.9,53,121.9,127.2,116.6,True,106.0,106.0,68.9,53,121.9,127.2,116.6,64,121.0,84.0,54.6,42,96.6,100.8,69,69,129.0,90.0,58.5,45,103.5,-0.3023255814,75,75,141.0,98.0,63.7,49
IN196,Iron Scale,industrial_goods,SCALE,1,80,122.0,98.0,63.7,49,112.7,117.6,107.8,True,122.0,98.0,63.7,49,112.7,117.6,107.8,92,133.0,93.0,60.45,46.5,106.95,111.6,100,100,147.0,102.0,66.3,51,117.3,-0.306122449,108,108,167.0,116.0,75.4,58
IN197,Meteoric Iron Scale,industrial_goods,SCALE,1,169,282.0,213.0,138.45,106.5,244.95,255.6,234.3,True,282.0,213.0,138.45,106.5,244.95,255.6,234.3,195,322.0,225.0,146.25,112.5,258.75,270,212,212,331.0,231.0,150.15,115.5,265.65,-0.3021148036,229,229,355.0,248.0,161.2,124
IN198,Steel Scale,industrial_goods,SCALE,1,47,45.0,30.0,19.5,15,34.5,36,33,True,45.0,30.0,19.5,15,34.5,36,33,55,47.0,32.0,20.8,16,36.8,38.4,59,59,46.0,32.0,20.8,16,36.8,-0.3043478261,64,64,74.0,51.0,33.15,25.5
IN199,Copper Plate,industrial_goods,PLATE,1,123,215.0,150.0,97.5,75,172.5,180,165,True,215.0,150.0,97.5,75,172.5,180,165,142,237.0,165.0,107.25,82.5,189.75,198,154,154,238.0,166.0,107.9,83,190.9,-0.3025210084,167,167,262.0,183.0,118.95,91.5
IN200,Gold Plate,industrial_goods,PLATE,1,214,375.0,265.0,172.25,132.5,304.75,318,291.5,True,375.0,265.0,172.25,132.5,304.75,318,291.5,247,404.0,282.0,183.3,141,324.3,338.4,268,268,455.0,318.0,206.7,159,365.7,-0.3010989011,289,289,477.0,333.0,216.45,166.5
IN201,Silver Plate,industrial_goods,PLATE,1,153,351.0,245.0,159.25,122.5,281.75,294,269.5,True,351.0,245.0,159.25,122.5,281.75,294,269.5,176,368.0,257.0,167.05,128.5,295.55,308.4,192,192,426.0,298.0,193.7,149,342.7,-0.3004694836,207,207,442.0,309.0,200.85,154.5
IN202,Bismuth Bronze Plate,industrial_goods,PLATE,1,123,247.0,175.0,113.75,87.5,201.25,210,192.5,True,247.0,175.0,113.75,87.5,201.25,210,192.5,142,265.0,185.0,120.25,92.5,212.75,222,154,154,285.0,199.0,129.35,99.5,228.85,-0.301754386,167,167,317.0,221.0,143.65,110.5
IN203,Tin Bronze Plate,industrial_goods,PLATE,1,123,202.0,140.0,91,70,161,168,154,True,202.0,140.0,91,70,161,168,154,142,234.0,163.0,105.95,81.5,187.45,195.6,154,154,236.0,165.0,107.25,82.5,189.75,-0.3008474576,167,167,266.0,186.0,120.9,93
IN204,Black Bronze Plate,industrial_goods,PLATE,1,153,310.0,215.0,139.75,107.5,247.25,258,236.5,True,310.0,215.0,139.75,107.5,247.25,258,236.5,176,334.0,233.0,151.45,116.5,267.95,279.6,192,192,381.0,266.0,172.9,133,305.9,-0.3018372703,207,207,416.0,291.0,189.15,145.5
