row_number,item_id_raw,name_raw,qty_unit_raw,copper_value_raw,fta_sub_category,action,skip_reason,item_id,display_name,qty_unit,qty_numeric,unit_is_liters,copper_sovereign_value,notes
319,,,,,ALCOHOL,skip,non_data_row,,,,,,,
320,,,,,ALCOHOL,skip,non_data_row,,,,,,,
321,,,,,ALCOHOL,skip,non_data_row,,,,,,,
322,,,,,ALCOHOL,skip,non_data_row,,,,,,,
323,,,,,ALCOHOL,skip,non_data_row,,,,,,,
324,,,,,ALCOHOL,skip,non_data_row,,,,,,,
325,,,,,ALCOHOL,skip,non_data_row,,,,,,,
326,,,,,ALCOHOL,skip,non_data_row,,,,,,,
327,,,,,ALCOHOL,skip,non_data_row,,,,,,,
328,,,,,ALCOHOL,skip,non_data_row,,,,,,,
329,,,,,ALCOHOL,skip,non_data_row,,,,,,,
330,,,,,ALCOHOL,skip,non_data_row,,,,,,,
331,,,,,ALCOHOL,skip,non_data_row,,,,,,,
332,,,,,ALCOHOL,skip,non_data_row,,,,,,,
333,,,,,ALCOHOL,skip,non_data_row,,,,,,,
334,,,,,ALCOHOL,skip,non_data_row,,,,,,,
335,,,,,ALCOHOL,skip,non_data_row,,,,,,,
336,,,,,ALCOHOL,skip,non_data_row,,,,,,,
337,,,,,ALCOHOL,skip,non_data_row,,,,,,,
338,,,,,ALCOHOL,skip,non_data_row,,,,,,,
339,,,,,ALCOHOL,skip,non_data_row,,,,,,,
340,,,,,ALCOHOL,skip,non_data_row,,,,,,,
341,,,,,ALCOHOL,skip,non_data_row,,,,,,,
342,,,,,ALCOHOL,skip,non_data_row,,,,,,,
343,,,,,ALCOHOL,skip,non_data_row,,,,,,,
344,,,,,ALCOHOL,skip,non_data_row,,,,,,,
345,,,,,ALCOHOL,skip,non_data_row,,,,,,,
346,,,,,ALCOHOL,skip,non_data_row,,,,,,,
347,,,,,ALCOHOL,skip,non_data_row,,,,,,,
348,,,,,ALCOHOL,skip,non_data_row,,,,,,,
349,,,,,ALCOHOL,skip,non_data_row,,,,,,,
350,,,,,ALCOHOL,skip,non_data_row,,,,,,,
351,,,,,ALCOHOL,skip,non_data_row,,,,,,,
352,,,,,ALCOHOL,skip,non_data_row,,,,,,,
353,,,,,ALCOHOL,skip,non_data_row,,,,,,,
354,,,,,ALCOHOL,skip,non_data_row,,,,,,,
355,,,,,ALCOHOL,skip,non_data_row,,,,,,,
356,,,,,ALCOHOL,skip,non_data_row,,,,,,,
357,,,,,ALCOHOL,skip,non_data_row,,,,,,,
358,,,,,ALCOHOL,skip,non_data_row,,,,,,,
359,,,,,ALCOHOL,skip,non_data_row,,,,,,,
360,,,,,ALCOHOL,skip,non_data_row,,,,,,,
361,,,,,ALCOHOL,skip,non_data_row,,,,,,,
362,,,,,ALCOHOL,skip,non_data_row,,,,,,,
363,,,,,ALCOHOL,skip,non_data_row,,,,,,,
364,,,,,ALCOHOL,skip,non_data_row,,,,,,,
365,,,,,ALCOHOL,skip,non_data_row,,,,,,,
366,,,,,ALCOHOL,skip,non_data_row,,,,,,,
367,,,,,ALCOHOL,skip,non_data_row,,,,,,,
368,,,,,ALCOHOL,skip,non_data_row,,,,,,,
369,,,,,ALCOHOL,skip,non_data_row,,,,,,,
370,,,,,ALCOHOL,skip,non_data_row,,,,,,,
371,,,,,ALCOHOL,skip,non_data_row,,,,,,,
372,,,,,ALCOHOL,skip,non_data_row,,,,,,,
373,,,,,ALCOHOL,skip,non_data_row,,,,,,,
374,,,,,ALCOHOL,skip,non_data_row,,,,,,,
375,,,,,ALCOHOL,skip,non_data_row,,,,,,,
376,,,,,ALCOHOL,skip,non_data_row,,,,,,,
377,,,,,ALCOHOL,skip,non_data_row,,,,,,,
378,,,,,ALCOHOL,skip,non_data_row,,,,,,,
379,,,,,ALCOHOL,skip,non_data_row,,,,,,,
380,,,,,ALCOHOL,skip,non_data_row,,,,,,,
381,,,,,ALCOHOL,skip,non_data_row,,,,,,,
382,,,,,ALCOHOL,skip,non_data_row,,,,,,,
383,,,,,ALCOHOL,skip,non_data_row,,,,,,,
384,,,,,ALCOHOL,skip,non_data_row,,,,,,,
385,,,,,ALCOHOL,skip,non_data_row,,,,,,,
386,,,,,ALCOHOL,skip,non_data_row,,,,,,,
387,,,,,ALCOHOL,skip,non_data_row,,,,,,,
388,,,,,ALCOHOL,skip,non_data_row,,,,,,,
389,,,,,ALCOHOL,skip,non_data_row,,,,,,,
390,,,,,ALCOHOL,skip,non_data_row,,,,,,,
391,,,,,ALCOHOL,skip,non_data_row,,,,,,,
392,,,,,ALCOHOL,skip,non_data_row,,,,,,,
393,,,,,ALCOHOL,skip,non_data_row,,,,,,,
394,,,,,ALCOHOL,skip,non_data_row,,,,,,,
395,,,,,ALCOHOL,skip,non_data_row,,,,,,,
396,,,,,ALCOHOL,skip,non_data_row,,,,,,,
397,,,,,ALCOHOL,skip,non_data_row,,,,,,,
398,,,,,ALCOHOL,skip,non_data_row,,,,,,,
399,,,,,ALCOHOL,skip,non_data_row,,,,,,,
400,,,,,ALCOHOL,skip,non_data_row,,,,,,,
401,,,,,ALCOHOL,skip,non_data_row,,,,,,,
402,,,,,ALCOHOL,skip,non_data_row,,,,,,,
403,,,,,ALCOHOL,skip,non_data_row,,,,,,,
404,,,,,ALCOHOL,skip,non_data_row,,,,,,,
405,,,,,ALCOHOL,skip,non_data_row,,,,,,,
406,,,,,ALCOHOL,skip,non_data_row,,,,,,,
407,,,,,ALCOHOL,skip,non_data_row,,,,,,,
408,,,,,ALCOHOL,skip,non_data_row,,,,,,,
409,,,,,ALCOHOL,skip,non_data_row,,,,,,,
410,,,,,ALCOHOL,skip,non_data_row,,,,,,,
411,,,,,ALCOHOL,skip,non_data_row,,,,,,,
412,,,,,ALCOHOL,skip,non_data_row,,,,,,,
413,,,,,ALCOHOL,skip,non_data_row,,,,,,,
414,,,,,ALCOHOL,skip,non_data_row,,,,,,,
415,,,,,ALCOHOL,skip,non_data_row,,,,,,,
416,,,,,ALCOHOL,skip,non_data_row,,,,,,,
417,,,,,ALCOHOL,skip,non_data_row,,,,,,,
418,,,,,ALCOHOL,skip,non_data_row,,,,,,,
419,,,,,ALCOHOL,skip,non_data_row,,,,,,,
420,,,,,ALCOHOL,skip,non_data_row,,,,,,,
421,,,,,ALCOHOL,skip,non_data_row,,,,,,,
422,,,,,ALCOHOL,skip,non_data_row,,,,,,,
423,,,,,ALCOHOL,skip,non_data_row,,,,,,,
424,,,,,ALCOHOL,skip,non_data_row,,,,,,,
425,,,,,ALCOHOL,skip,non_data_row,,,,,,,
426,,,,,ALCOHOL,skip,non_data_row,,,,,,,
427,,,,,ALCOHOL,skip,non_data_row,,,,,,,
428,,,,,ALCOHOL,skip,non_data_row,,,,,,,
429,,,,,ALCOHOL,skip,non_data_row,,,,,,,
430,,,,,ALCOHOL,skip,non_data_row,,,,,,,
431,,,,,ALCOHOL,skip,non_data_row,,,,,,,
432,,,,,ALCOHOL,skip,non_data_row,,,,,,,
433,,,,,ALCOHOL,skip,non_data_row,,,,,,,
434,,,,,ALCOHOL,skip,non_data_row,,,,,,,
435,,,,,ALCOHOL,skip,non_data_row,,,,,,,
436,,,,,ALCOHOL,skip,non_data_row,,,,,,,
437,,,,,ALCOHOL,skip,non_data_row,,,,,,,
438,,,,,ALCOHOL,skip,non_data_row,,,,,,,
439,,,,,ALCOHOL,skip,non_data_row,,,,,,,
440,,,,,ALCOHOL,skip,non_data_row,,,,,,,
441,,,,,ALCOHOL,skip,non_data_row,,,,,,,
442,,,,,ALCOHOL,skip,non_data_row,,,,,,,
443,,,,,ALCOHOL,skip,non_data_row,,,,,,,
444,,,,,ALCOHOL,skip,non_data_row,,,,,,,
445,,,,,ALCOHOL,skip,non_data_row,,,,,,,
446,,,,,ALCOHOL,skip,non_data_row,,,,,,,
447,,,,,ALCOHOL,skip,non_data_row,,,,,,,
448,,,,,ALCOHOL,skip,non_data_row,,,,,,,
449,,,,,ALCOHOL,skip,non_data_row,,,,,,,
450,,,,,ALCOHOL,skip,non_data_row,,,,,,,
451,,,,,ALCOHOL,skip,non_data_row,,,,,,,
452,,,,,ALCOHOL,skip,non_data_row,,,,,,,
453,,,,,ALCOHOL,skip,non_data_row,,,,,,,
454,,,,,ALCOHOL,skip,non_data_row,,,,,,,
455,,,,,ALCOHOL,skip,non_data_row,,,,,,,
456,,,,,ALCOHOL,skip,non_data_row,,,,,,,
457,,,,,ALCOHOL,skip,non_data_row,,,,,,,
458,,,,,ALCOHOL,skip,non_data_row,,,,,,,
459,,,,,ALCOHOL,skip,non_data_row,,,,,,,
460,,,,,ALCOHOL,skip,non_data_row,,,,,,,
461,,,,,ALCOHOL,skip,non_data_row,,,,,,,
462,,,,,ALCOHOL,skip,non_data_row,,,,,,,
463,,,,,ALCOHOL,skip,non_data_row,,,,,,,
464,,,,,ALCOHOL,skip,non_data_row,,,,,,,
465,,,,,ALCOHOL,skip,non_data_row,,,,,,,
466,,,,,ALCOHOL,skip,non_data_row,,,,,,,
467,,,,,ALCOHOL,skip,non_data_row,,,,,,,
468,,,,,ALCOHOL,skip,non_data_row,,,,,,,
469,,,,,ALCOHOL,skip,non_data_row,,,,,,,
470,,,,,ALCOHOL,skip,non_data_row,,,,,,,
471,,,,,ALCOHOL,skip,non_data_row,,,,,,,
472,,,,,ALCOHOL,skip,non_data_row,,,,,,,
473,,,,,ALCOHOL,skip,non_data_row,,,,,,,
474,,,,,ALCOHOL,skip,non_data_row,,,,,,,
475,,,,,ALCOHOL,skip,non_data_row,,,,,,,
476,,,,,ALCOHOL,skip,non_data_row,,,,,,,
477,,,,,ALCOHOL,skip,non_data_row,,,,,,,
478,,,,,ALCOHOL,skip,non_data_row,,,,,,,
479,,,,,ALCOHOL,skip,non_data_row,,,,,,,
480,,,,,ALCOHOL,skip,non_data_row,,,,,,,
481,,,,,ALCOHOL,skip,non_data_row,,,,,,,
482,,,,,ALCOHOL,skip,non_data_row,,,,,,,
483,,,,,ALCOHOL,skip,non_data_row,,,,,,,
484,,,,,ALCOHOL,skip,non_data_row,,,,,,,
485,,,,,ALCOHOL,skip,non_data_row,,,,,,,
486,,,,,ALCOHOL,skip,non_data_row,,,,,,,
487,,,,,ALCOHOL,skip,non_data_row,,,,,,,
488,,,,,ALCOHOL,skip,non_data_row,,,,,,,
489,,,,,ALCOHOL,skip,non_data_row,,,,,,,
490,,,,,ALCOHOL,skip,non_data_row,,,,,,,
491,,,,,ALCOHOL,skip,non_data_row,,,,,,,
492,,,,,ALCOHOL,skip,non_data_row,,,,,,,
493,,,,,ALCOHOL,skip,non_data_row,,,,,,,
494,,,,,ALCOHOL,skip,non_data_row,,,,,,,
495,,,,,ALCOHOL,skip,non_data_row,,,,,,,
496,,,,,ALCOHOL,skip,non_data_row,,,,,,,
497,,,,,ALCOHOL,skip,non_data_row,,,,,,,
498,,,,,ALCOHOL,skip,non_data_row,,,,,,,
499,,,,,ALCOHOL,skip,non_data_row,,,,,,,
500,,,,,ALCOHOL,skip,non_data_row,,,,,,,
501,,,,,ALCOHOL,skip,non_data_row,,,,,,,
502,,,,,ALCOHOL,skip,non_data_row,,,,,,,
503,,,,,ALCOHOL,skip,non_data_row,,,,,,,
504,,,,,ALCOHOL,skip,non_data_row,,,,,,,
505,,,,,ALCOHOL,skip,non_data_row,,,,,,,
506,,,,,ALCOHOL,skip,non_data_row,,,,,,,
507,,,,,ALCOHOL,skip,non_data_row,,,,,,,
508,,,,,ALCOHOL,skip,non_data_row,,,,,,,
509,,,,,ALCOHOL,skip,non_data_row,,,,,,,
510,,,,,ALCOHOL,skip,non_data_row,,,,,,,
511,,,,,ALCOHOL,skip,non_data_row,,,,,,,
512,,,,,ALCOHOL,skip,non_data_row,,,,,,,
513,,,,,ALCOHOL,skip,non_data_row,,,,,,,
514,,,,,ALCOHOL,skip,non_data_row,,,,,,,
515,,,,,ALCOHOL,skip,non_data_row,,,,,,,
516,,,,,ALCOHOL,skip,non_data_row,,,,,,,
517,,,,,ALCOHOL,skip,non_data_row,,,,,,,
518,,,,,ALCOHOL,skip,non_data_row,,,,,,,
519,,,,,ALCOHOL,skip,non_data_row,,,,,,,
520,,,,,ALCOHOL,skip,non_data_row,,,,,,,
521,,,,,ALCOHOL,skip,non_data_row,,,,,,,
522,,,,,ALCOHOL,skip,non_data_row,,,,,,,
523,,,,,ALCOHOL,skip,non_data_row,,,,,,,
524,,,,,ALCOHOL,skip,non_data_row,,,,,,,
525,,,,,ALCOHOL,skip,non_data_row,,,,,,,
526,,,,,ALCOHOL,skip,non_data_row,,,,,,,
527,,,,,ALCOHOL,skip,non_data_row,,,,,,,
528,,,,,ALCOHOL,skip,non_data_row,,,,,,,
529,,,,,ALCOHOL,skip,non_data_row,,,,,,,
530,,,,,ALCOHOL,skip,non_data_row,,,,,,,
531,,,,,ALCOHOL,skip,non_data_row,,,,,,,
532,,,,,ALCOHOL,skip,non_data_row,,,,,,,
533,,,,,ALCOHOL,skip,non_data_row,,,,,,,
534,,,,,ALCOHOL,skip,non_data_row,,,,,,,
535,,,,,ALCOHOL,skip,non_data_row,,,,,,,
536,,,,,ALCOHOL,skip,non_data_row,,,,,,,
537,,,,,ALCOHOL,skip,non_data_row,,,,,,,
538,,,,,ALCOHOL,skip,non_data_row,,,,,,,
539,,,,,ALCOHOL,skip,non_data_row,,,,,,,
540,,,,,ALCOHOL,skip,non_data_row,,,,,,,
541,,,,,ALCOHOL,skip,non_data_row,,,,,,,
542,,,,,ALCOHOL,skip,non_data_row,,,,,,,
543,,,,,ALCOHOL,skip,non_data_row,,,,,,,
544,,,,,ALCOHOL,skip,non_data_row,,,,,,,
545,,,,,ALCOHOL,skip,non_data_row,,,,,,,
546,,,,,ALCOHOL,skip,non_data_row,,,,,,,
547,,,,,ALCOHOL,skip,non_data_row,,,,,,,
548,,,,,ALCOHOL,skip,non_data_row,,,,,,,
549,,,,,ALCOHOL,skip,non_data_row,,,,,,,
550,,,,,ALCOHOL,skip,non_data_row,,,,,,,
551,,,,,ALCOHOL,skip,non_data_row,,,,,,,
552,,,,,ALCOHOL,skip,non_data_row,,,,,,,
553,,,,,ALCOHOL,skip,non_data_row,,,,,,,
554,,,,,ALCOHOL,skip,non_data_row,,,,,,,
555,,,,,ALCOHOL,skip,non_data_row,,,,,,,
556,,,,,ALCOHOL,skip,non_data_row,,,,,,,
557,,,,,ALCOHOL,skip,non_data_row,,,,,,,
558,,,,,ALCOHOL,skip,non_data_row,,,,,,,
559,,,,,ALCOHOL,skip,non_data_row,,,,,,,
560,,,,,ALCOHOL,skip,non_data_row,,,,,,,
561,,,,,ALCOHOL,skip,non_data_row,,,,,,,
562,,,,,ALCOHOL,skip,non_data_row,,,,,,,
563,,,,,ALCOHOL,skip,non_data_row,,,,,,,
564,,,,,ALCOHOL,skip,non_data_row,,,,,,,
565,,,,,ALCOHOL,skip,non_data_row,,,,,,,
566,,,,,ALCOHOL,skip,non_data_row,,,,,,,
567,,,,,ALCOHOL,skip,non_data_row,,,,,,,
568,,,,,ALCOHOL,skip,non_data_row,,,,,,,
569,,,,,ALCOHOL,skip,non_data_row,,,,,,,
570,,,,,ALCOHOL,skip,non_data_row,,,,,,,
571,,,,,ALCOHOL,skip,non_data_row,,,,,,,
572,,,,,ALCOHOL,skip,non_data_row,,,,,,,
573,,,,,ALCOHOL,skip,non_data_row,,,,,,,
574,,,,,ALCOHOL,skip,non_data_row,,,,,,,
575,,,,,ALCOHOL,skip,non_data_row,,,,,,,
576,,,,,ALCOHOL,skip,non_data_row,,,,,,,
577,,,,,ALCOHOL,skip,non_data_row,,,,,,,
578,,,,,ALCOHOL,skip,non_data_row,,,,,,,
579,,,,,ALCOHOL,skip,non_data_row,,,,,,,
580,,,,,ALCOHOL,skip,non_data_row,,,,,,,
581,,,,,ALCOHOL,skip,non_data_row,,,,,,,
582,,,,,ALCOHOL,skip,non_data_row,,,,,,,
583,,,,,ALCOHOL,skip,non_data_row,,,,,,,
584,,,,,ALCOHOL,skip,non_data_row,,,,,,,
585,,,,,ALCOHOL,skip,non_data_row,,,,,,,
586,,,,,ALCOHOL,skip,non_data_row,,,,,,,
587,,,,,ALCOHOL,skip,non_data_row,,,,,,,
588,,,,,ALCOHOL,skip,non_data_row,,,,,,,
589,,,,,ALCOHOL,skip,non_data_row,,,,,,,
590,,,,,ALCOHOL,skip,non_data_row,,,,,,,
591,,,,,ALCOHOL,skip,non_data_row,,,,,,,
592,,,,,ALCOHOL,skip,non_data_row,,,,,,,
593,,,,,ALCOHOL,skip,non_data_row,,,,,,,
594,,,,,ALCOHOL,skip,non_data_row,,,,,,,
595,,,,,ALCOHOL,skip,non_data_row,,,,,,,
596,,,,,ALCOHOL,skip,non_data_row,,,,,,,
597,,,,,ALCOHOL,skip,non_data_row,,,,,,,
598,,,,,ALCOHOL,skip,non_data_row,,,,,,,
599,,,,,ALCOHOL,skip,non_data_row,,,,,,,
600,,,,,ALCOHOL,skip,non_data_row,,,,,,,
601,,,,,ALCOHOL,skip,non_data_row,,,,,,,
602,,,,,ALCOHOL,skip,non_data_row,,,,,,,
603,,,,,ALCOHOL,skip,non_data_row,,,,,,,
604,,,,,ALCOHOL,skip,non_data_row,,,,,,,
605,,,,,ALCOHOL,skip,non_data_row,,,,,,,
606,,,,,ALCOHOL,skip,non_data_row,,,,,,,
607,,,,,ALCOHOL,skip,non_data_row,,,,,,,
608,,,,,ALCOHOL,skip,non_data_row,,,,,,,
609,,,,,ALCOHOL,skip,non_data_row,,,,,,,
610,,,,,ALCOHOL,skip,non_data_row,,,,,,,
611,,,,,ALCOHOL,skip,non_data_row,,,,,,,
612,,,,,ALCOHOL,skip,non_data_row,,,,,,,
613,,,,,ALCOHOL,skip,non_data_row,,,,,,,
614,,,,,ALCOHOL,skip,non_data_row,,,,,,,
615,,,,,ALCOHOL,skip,non_data_row,,,,,,,
616,,,,,ALCOHOL,skip,non_data_row,,,,,,,
617,,,,,ALCOHOL,skip,non_data_row,,,,,,,
618,,,,,ALCOHOL,skip,non_data_row,,,,,,,
619,,,,,ALCOHOL,skip,non_data_row,,,,,,,
620,,,,,ALCOHOL,skip,non_data_row,,,,,,,
621,,,,,ALCOHOL,skip,non_data_row,,,,,,,
622,,,,,ALCOHOL,skip,non_data_row,,,,,,,
623,,,,,ALCOHOL,skip,non_data_row,,,,,,,
624,,,,,ALCOHOL,skip,non_data_row,,,,,,,
625,,,,,ALCOHOL,skip,non_data_row,,,,,,,
626,,,,,ALCOHOL,skip,non_data_row,,,,,,,
627,,,,,ALCOHOL,skip,non_data_row,,,,,,,
628,,,,,ALCOHOL,skip,non_data_row,,,,,,,
629,,,,,ALCOHOL,skip,non_data_row,,,,,,,
630,,,,,ALCOHOL,skip,non_data_row,,,,,,,
631,,,,,ALCOHOL,skip,non_data_row,,,,,,,
632,,,,,ALCOHOL,skip,non_data_row,,,,,,,
633,,,,,ALCOHOL,skip,non_data_row,,,,,,,
634,,,,,ALCOHOL,skip,non_data_row,,,,,,,
635,,,,,ALCOHOL,skip,non_data_row,,,,,,,
636,,,,,ALCOHOL,skip,non_data_row,,,,,,,
637,,,,,ALCOHOL,skip,non_data_row,,,,,,,
638,,,,,ALCOHOL,skip,non_data_row,,,,,,,
639,,,,,ALCOHOL,skip,non_data_row,,,,,,,
640,,,,,ALCOHOL,skip,non_data_row,,,,,,,
641,,,,,ALCOHOL,skip,non_data_row,,,,,,,
642,,,,,ALCOHOL,skip,non_data_row,,,,,,,
643,,,,,ALCOHOL,skip,non_data_row,,,,,,,
644,,,,,ALCOHOL,skip,non_data_row,,,,,,,
645,,,,,ALCOHOL,skip,non_data_row,,,,,,,
646,,,,,ALCOHOL,skip,non_data_row,,,,,,,
647,,,,,ALCOHOL,skip,non_data_row,,,,,,,
648,,,,,ALCOHOL,skip,non_data_row,,,,,,,
649,,,,,ALCOHOL,skip,non_data_row,,,,,,,
650,,,,,ALCOHOL,skip,non_data_row,,,,,,,
651,,,,,ALCOHOL,skip,non_data_row,,,,,,,
652,,,,,ALCOHOL,skip,non_data_row,,,,,,,
653,,,,,ALCOHOL,skip,non_data_row,,,,,,,
654,,,,,ALCOHOL,skip,non_data_row,,,,,,,
655,,,,,ALCOHOL,skip,non_data_row,,,,,,,
656,,,,,ALCOHOL,skip,non_data_row,,,,,,,
657,,,,,ALCOHOL,skip,non_data_row,,,,,,,
658,,,,,ALCOHOL,skip,non_data_row,,,,,,,
659,,,,,ALCOHOL,skip,non_data_row,,,,,,,
660,,,,,ALCOHOL,skip,non_data_row,,,,,,,
661,,,,,ALCOHOL,skip,non_data_row,,,,,,,
662,,,,,ALCOHOL,skip,non_data_row,,,,,,,
663,,,,,ALCOHOL,skip,non_data_row,,,,,,,
664,,,,,ALCOHOL,skip,non_data_row,,,,,,,
665,,,,,ALCOHOL,skip,non_data_row,,,,,,,
666,,,,,ALCOHOL,skip,non_data_row,,,,,,,
667,,,,,ALCOHOL,skip,non_data_row,,,,,,,
668,,,,,ALCOHOL,skip,non_data_row,,,,,,,
669,,,,,ALCOHOL,skip,non_data_row,,,,,,,
670,,,,,ALCOHOL,skip,non_data_row,,,,,,,
671,,,,,ALCOHOL,skip,non_data_row,,,,,,,
672,,,,,ALCOHOL,skip,non_data_row,,,,,,,
673,,,,,ALCOHOL,skip,non_data_row,,,,,,,
674,,,,,ALCOHOL,skip,non_data_row,,,,,,,
675,,,,,ALCOHOL,skip,non_data_row,,,,,,,
676,,,,,ALCOHOL,skip,non_data_row,,,,,,,
677,,,,,ALCOHOL,skip,non_data_row,,,,,,,
678,,,,,ALCOHOL,skip,non_data_row,,,,,,,
679,,,,,ALCOHOL,skip,non_data_row,,,,,,,
680,,,,,ALCOHOL,skip,non_data_row,,,,,,,
681,,,,,ALCOHOL,skip,non_data_row,,,,,,,
682,,,,,ALCOHOL,skip,non_data_row,,,,,,,
683,,,,,ALCOHOL,skip,non_data_row,,,,,,,
684,,,,,ALCOHOL,skip,non_data_row,,,,,,,
685,,,,,ALCOHOL,skip,non_data_row,,,,,,,
686,,,,,ALCOHOL,skip,non_data_row,,,,,,,
687,,,,,ALCOHOL,skip,non_data_row,,,,,,,
688,,,,,ALCOHOL,skip,non_data_row,,,,,,,
689,,,,,ALCOHOL,skip,non_data_row,,,,,,,
690,,,,,ALCOHOL,skip,non_data_row,,,,,,,
691,,,,,ALCOHOL,skip,non_data_row,,,,,,,
692,,,,,ALCOHOL,skip,non_data_row,,,,,,,
693,,,,,ALCOHOL,skip,non_data_row,,,,,,,
694,,,,,ALCOHOL,skip,non_data_row,,,,,,,
695,,,,,ALCOHOL,skip,non_data_row,,,,,,,
696,,,,,ALCOHOL,skip,non_data_row,,,,,,,
697,,,,,ALCOHOL,skip,non_data_row,,,,,,,
698,,,,,ALCOHOL,skip,non_data_row,,,,,,,
699,,,,,ALCOHOL,skip,non_data_row,,,,,,,
700,,,,,ALCOHOL,skip,non_data_row,,,,,,,
701,,,,,ALCOHOL,skip,non_data_row,,,,,,,
702,,,,,ALCOHOL,skip,non_data_row,,,,,,,
703,,,,,ALCOHOL,skip,non_data_row,,,,,,,
704,,,,,ALCOHOL,skip,non_data_row,,,,,,,
705,,,,,ALCOHOL,skip,non_data_row,,,,,,,
706,,,,,ALCOHOL,skip,non_data_row,,,,,,,
707,,,,,ALCOHOL,skip,non_data_row,,,,,,,
708,,,,,ALCOHOL,skip,non_data_row,,,,,,,
709,,,,,ALCOHOL,skip,non_data_row,,,,,,,
710,,,,,ALCOHOL,skip,non_data_row,,,,,,,
711,,,,,ALCOHOL,skip,non_data_row,,,,,,,
712,,,,,ALCOHOL,skip,non_data_row,,,,,,,
713,,,,,ALCOHOL,skip,non_data_row,,,,,,,
714,,,,,ALCOHOL,skip,non_data_row,,,,,,,
715,,,,,ALCOHOL,skip,non_data_row,,,,,,,
716,,,,,ALCOHOL,skip,non_data_row,,,,,,,
717,,,,,ALCOHOL,skip,non_data_row,,,,,,,
718,,,,,ALCOHOL,skip,non_data_row,,,,,,,
719,,,,,ALCOHOL,skip,non_data_row,,,,,,,
720,,,,,ALCOHOL,skip,non_data_row,,,,,,,
721,,,,,ALCOHOL,skip,non_data_row,,,,,,,
722,,,,,ALCOHOL,skip,non_data_row,,,,,,,
723,,,,,ALCOHOL,skip,non_data_row,,,,,,,
724,,,,,ALCOHOL,skip,non_data_row,,,,,,,
725,,,,,ALCOHOL,skip,non_data_row,,,,,,,
726,,,,,ALCOHOL,skip,non_data_row,,,,,,,
727,,,,,ALCOHOL,skip,non_data_row,,,,,,,
728,,,,,ALCOHOL,skip,non_data_row,,,,,,,
729,,,,,ALCOHOL,skip,non_data_row,,,,,,,
730,,,,,ALCOHOL,skip,non_data_row,,,,,,,
731,,,,,ALCOHOL,skip,non_data_row,,,,,,,
732,,,,,ALCOHOL,skip,non_data_row,,,,,,,
733,,,,,ALCOHOL,skip,non_data_row,,,,,,,
734,,,,,ALCOHOL,skip,non_data_row,,,,,,,
735,,,,,ALCOHOL,skip,non_data_row,,,,,,,
736,,,,,ALCOHOL,skip,non_data_row,,,,,,,
737,,,,,ALCOHOL,skip,non_data_row,,,,,,,
738,,,,,ALCOHOL,skip,non_data_row,,,,,,,
739,,,,,ALCOHOL,skip,non_data_row,,,,,,,
740,,,,,ALCOHOL,skip,non_data_row,,,,,,,
741,,,,,ALCOHOL,skip,non_data_row,,,,,,,
742,,,,,ALCOHOL,skip,non_data_row,,,,,,,
743,,,,,ALCOHOL,skip,non_data_row,,,,,,,
744,,,,,ALCOHOL,skip,non_data_row,,,,,,,
745,,,,,ALCOHOL,skip,non_data_row,,,,,,,
746,,,,,ALCOHOL,skip,non_data_row,,,,,,,
747,,,,,ALCOHOL,skip,non_data_row,,,,,,,
748,,,,,ALCOHOL,skip,non_data_row,,,,,,,
749,,,,,ALCOHOL,skip,non_data_row,,,,,,,
750,,,,,ALCOHOL,skip,non_data_row,,,,,,,
751,,,,,ALCOHOL,skip,non_data_row,,,,,,,
752,,,,,ALCOHOL,skip,non_data_row,,,,,,,
753,,,,,ALCOHOL,skip,non_data_row,,,,,,,
754,,,,,ALCOHOL,skip,non_data_row,,,,,,,
755,,,,,ALCOHOL,skip,non_data_row,,,,,,,
756,,,,,ALCOHOL,skip,non_data_row,,,,,,,
757,,,,,ALCOHOL,skip,non_data_row,,,,,,,
758,,,,,ALCOHOL,skip,non_data_row,,,,,,,
759,,,,,ALCOHOL,skip,non_data_row,,,,,,,
760,,,,,ALCOHOL,skip,non_data_row,,,,,,,
761,,,,,ALCOHOL,skip,non_data_row,,,,,,,
762,,,,,ALCOHOL,skip,non_data_row,,,,,,,
763,,,,,ALCOHOL,skip,non_data_row,,,,,,,
764,,,,,ALCOHOL,skip,non_data_row,,,,,,,
765,,,,,ALCOHOL,skip,non_data_row,,,,,,,
766,,,,,ALCOHOL,skip,non_data_row,,,,,,,
767,,,,,ALCOHOL,skip,non_data_row,,,,,,,
768,,,,,ALCOHOL,skip,non_data_row,,,,,,,
769,,,,,ALCOHOL,skip,non_data_row,,,,,,,
770,,,,,ALCOHOL,skip,non_data_row,,,,,,,
771,,,,,ALCOHOL,skip,non_data_row,,,,,,,
772,,,,,ALCOHOL,skip,non_data_row,,,,,,,
773,,,,,ALCOHOL,skip,non_data_row,,,,,,,
774,,,,,ALCOHOL,skip,non_data_row,,,,,,,
775,,,,,ALCOHOL,skip,non_data_row,,,,,,,
776,,,,,ALCOHOL,skip,non_data_row,,,,,,,
777,,,,,ALCOHOL,skip,non_data_row,,,,,,,
778,,,,,ALCOHOL,skip,non_data_row,,,,,,,
779,,,,,ALCOHOL,skip,non_data_row,,,,,,,
780,,,,,ALCOHOL,skip,non_data_row,,,,,,,
781,,,,,ALCOHOL,skip,non_data_row,,,,,,,
