row_number,item_id_raw,name_raw,qty_unit_raw,copper_value_raw,fta_sub_category,action,skip_reason,item_id,display_name,qty_unit,qty_numeric,unit_is_liters,copper_sovereign_value,notes
451,,,,,ORES,skip,non_data_row,,,,,,,
452,,,,,ORES,skip,non_data_row,,,,,,,
453,,,,,ORES,skip,non_data_row,,,,,,,
454,,,,,ORES,skip,non_data_row,,,,,,,
455,,,,,ORES,skip,non_data_row,,,,,,,
456,,,,,ORES,skip,non_data_row,,,,,,,
457,,,,,ORES,skip,non_data_row,,,,,,,
458,,,,,ORES,skip,non_data_row,,,,,,,
459,,,,,ORES,skip,non_data_row,,,,,,,
460,,,,,ORES,skip,non_data_row,,,,,,,
461,,,,,ORES,skip,non_data_row,,,,,,,
462,,,,,ORES,skip,non_data_row,,,,,,,
463,,,,,ORES,skip,non_data_row,,,,,,,
464,,,,,ORES,skip,non_data_row,,,,,,,
465,,,,,ORES,skip,non_data_row,,,,,,,
466,,,,,ORES,skip,non_data_row,,,,,,,
467,,,,,ORES,skip,non_data_row,,,,,,,
468,,,,,ORES,skip,non_data_row,,,,,,,
469,,,,,ORES,skip,non_data_row,,,,,,,
470,,,,,ORES,skip,non_data_row,,,,,,,
471,,,,,ORES,skip,non_data_row,,,,,,,
472,,,,,ORES,skip,non_data_row,,,,,,,
473,,,,,ORES,skip,non_data_row,,,,,,,
474,,,,,ORES,skip,non_data_row,,,,,,,
475,,,,,ORES,skip,non_data_row,,,,,,,
476,,,,,ORES,skip,non_data_row,,,,,,,
477,,,,,ORES,skip,non_data_row,,,,,,,
478,,,,,ORES,skip,non_data_row,,,,,,,
479,,,,,ORES,skip,non_data_row,,,,,,,
480,,,,,ORES,skip,non_data_row,,,,,,,
481,,,,,ORES,skip,non_data_row,,,,,,,
482,,,,,ORES,skip,non_data_row,,,,,,,
483,,,,,ORES,skip,non_data_row,,,,,,,
484,,,,,ORES,skip,non_data_row,,,,,,,
485,,,,,ORES,skip,non_data_row,,,,,,,
486,,,,,ORES,skip,non_data_row,,,,,,,
487,,,,,ORES,skip,non_data_row,,,,,,,
488,,,,,ORES,skip,non_data_row,,,,,,,
489,,,,,ORES,skip,non_data_row,,,,,,,
490,,,,,ORES,skip,non_data_row,,,,,,,
491,,,,,ORES,skip,non_data_row,,,,,,,
492,,,,,ORES,skip,non_data_row,,,,,,,
493,,,,,ORES,skip,non_data_row,,,,,,,
494,,,,,ORES,skip,non_data_row,,,,,,,
495,,,,,ORES,skip,non_data_row,,,,,,,
496,,,,,ORES,skip,non_data_row,,,,,,,
497,,,,,ORES,skip,non_data_row,,,,,,,
498,,,,,ORES,skip,non_data_row,,,,,,,
499,,,,,ORES,skip,non_data_row,,,,,,,
500,,,,,ORES,skip,non_data_row,,,,,,,
501,,,,,ORES,skip,non_data_row,,,,,,,
502,,,,,ORES,skip,non_data_row,,,,,,,
503,,,,,ORES,skip,non_data_row,,,,,,,
504,,,,,ORES,skip,non_data_row,,,,,,,
505,,,,,ORES,skip,non_data_row,,,,,,,
506,,,,,ORES,skip,non_data_row,,,,,,,
507,,,,,ORES,skip,non_data_row,,,,,,,
508,,,,,ORES,skip,non_data_row,,,,,,,
509,,,,,ORES,skip,non_data_row,,,,,,,
510,,,,,ORES,skip,non_data_row,,,,,,,
511,,,,,ORES,skip,non_data_row,,,,,,,
512,,,,,ORES,skip,non_data_row,,,,,,,
513,,,,,ORES,skip,non_data_row,,,,,,,
514,,,,,ORES,skip,non_data_row,,,,,,,
515,,,,,ORES,skip,non_data_row,,,,,,,
516,,,,,ORES,skip,non_data_row,,,,,,,
517,,,,,ORES,skip,non_data_row,,,,,,,
518,,,,,ORES,skip,non_data_row,,,,,,,
519,,,,,ORES,skip,non_data_row,,,,,,,
520,,,,,ORES,skip,non_data_row,,,,,,,
521,,,,,ORES,skip,non_data_row,,,,,,,
522,,,,,ORES,skip,non_data_row,,,,,,,
523,,,,,ORES,skip,non_data_row,,,,,,,
524,,,,,ORES,skip,non_data_row,,,,,,,
525,,,,,ORES,skip,non_data_row,,,,,,,
526,,,,,ORES,skip,non_data_row,,,,,,,
527,,,,,ORES,skip,non_data_row,,,,,,,
528,,,,,ORES,skip,non_data_row,,,,,,,
529,,,,,ORES,skip,non_data_row,,,,,,,
530,,,,,ORES,skip,non_data_row,,,,,,,
531,,,,,ORES,skip,non_data_row,,,,,,,
532,,,,,ORES,skip,non_data_row,,,,,,,
533,,,,,ORES,skip,non_data_row,,,,,,,
534,,,,,ORES,skip,non_data_row,,,,,,,
535,,,,,ORES,skip,non_data_row,,,,,,,
536,,,,,ORES,skip,non_data_row,,,,,,,
537,,,,,ORES,skip,non_data_row,,,,,,,
538,,,,,ORES,skip,non_data_row,,,,,,,
539,,,,,ORES,skip,non_data_row,,,,,,,
540,,,,,ORES,skip,non_data_row,,,,,,,
541,,,,,ORES,skip,non_data_row,,,,,,,
542,,,,,ORES,skip,non_data_row,,,,,,,
543,,,,,ORES,skip,non_data_row,,,,,,,
544,,,,,ORES,skip,non_data_row,,,,,,,
545,,,,,ORES,skip,non_data_row,,,,,,,
546,,,,,ORES,skip,non_data_row,,,,,,,
547,,,,,ORES,skip,non_data_row,,,,,,,
548,,,,,ORES,skip,non_data_row,,,,,,,
549,,,,,ORES,skip,non_data_row,,,,,,,
550,,,,,ORES,skip,non_data_row,,,,,,,
551,,,,,ORES,skip,non_data_row,,,,,,,
552,,,,,ORES,skip,non_data_row,,,,,,,
553,,,,,ORES,skip,non_data_row,,,,,,,
554,,,,,ORES,skip,non_data_row,,,,,,,
555,,,,,ORES,skip,non_data_row,,,,,,,
556,,,,,ORES,skip,non_data_row,,,,,,,
557,,,,,ORES,skip,non_data_row,,,,,,,
558,,,,,ORES,skip,non_data_row,,,,,,,
559,,,,,ORES,skip,non_data_row,,,,,,,
560,,,,,ORES,skip,non_data_row,,,,,,,
561,,,,,ORES,skip,non_data_row,,,,,,,
562,,,,,ORES,skip,non_data_row,,,,,,,
563,,,,,ORES,skip,non_data_row,,,,,,,
564,,,,,ORES,skip,non_data_row,,,,,,,
565,,,,,ORES,skip,non_data_row,,,,,,,
566,,,,,ORES,skip,non_data_row,,,,,,,
567,,,,,ORES,skip,non_data_row,,,,,,,
568,,,,,ORES,skip,non_data_row,,,,,,,
569,,,,,ORES,skip,non_data_row,,,,,,,
570,,,,,ORES,skip,non_data_row,,,,,,,
571,,,,,ORES,skip,non_data_row,,,,,,,
572,,,,,ORES,skip,non_data_row,,,,,,,
573,,,,,ORES,skip,non_data_row,,,,,,,
574,,,,,ORES,skip,non_data_row,,,,,,,
575,,,,,ORES,skip,non_data_row,,,,,,,
576,,,,,ORES,skip,non_data_row,,,,,,,
577,,,,,ORES,skip,non_data_row,,,,,,,
578,,,,,ORES,skip,non_data_row,,,,,,,
579,,,,,ORES,skip,non_data_row,,,,,,,
580,,,,,ORES,skip,non_data_row,,,,,,,
581,,,,,ORES,skip,non_data_row,,,,,,,
582,,,,,ORES,skip,non_data_row,,,,,,,
583,,,,,ORES,skip,non_data_row,,,,,,,
584,,,,,ORES,skip,non_data_row,,,,,,,
585,,,,,ORES,skip,non_data_row,,,,,,,
586,,,,,ORES,skip,non_data_row,,,,,,,
587,,,,,ORES,skip,non_data_row,,,,,,,
588,,,,,ORES,skip,non_data_row,,,,,,,
589,,,,,ORES,skip,non_data_row,,,,,,,
590,,,,,ORES,skip,non_data_row,,,,,,,
591,,,,,ORES,skip,non_data_row,,,,,,,
592,,,,,ORES,skip,non_data_row,,,,,,,
593,,,,,ORES,skip,non_data_row,,,,,,,
594,,,,,ORES,skip,non_data_row,,,,,,,
595,,,,,ORES,skip,non_data_row,,,,,,,
596,,,,,ORES,skip,non_data_row,,,,,,,
597,,,,,ORES,skip,non_data_row,,,,,,,
598,,,,,ORES,skip,non_data_row,,,,,,,
599,,,,,ORES,skip,non_data_row,,,,,,,
600,,,,,ORES,skip,non_data_row,,,,,,,
601,,,,,ORES,skip,non_data_row,,,,,,,
602,,,,,ORES,skip,non_data_row,,,,,,,
603,,,,,ORES,skip,non_data_row,,,,,,,
604,,,,,ORES,skip,non_data_row,,,,,,,
605,,,,,ORES,skip,non_data_row,,,,,,,
606,,,,,ORES,skip,non_data_row,,,,,,,
607,,,,,ORES,skip,non_data_row,,,,,,,
608,,,,,ORES,skip,non_data_row,,,,,,,
609,,,,,ORES,skip,non_data_row,,,,,,,
610,,,,,ORES,skip,non_data_row,,,,,,,
611,,,,,ORES,skip,non_data_row,,,,,,,
612,,,,,ORES,skip,non_data_row,,,,,,,
613,,,,,ORES,skip,non_data_row,,,,,,,
614,,,,,ORES,skip,non_data_row,,,,,,,
615,,,,,ORES,skip,non_data_row,,,,,,,
616,,,,,ORES,skip,non_data_row,,,,,,,
617,,,,,ORES,skip,non_data_row,,,,,,,
618,,,,,ORES,skip,non_data_row,,,,,,,
619,,,,,ORES,skip,non_data_row,,,,,,,
620,,,,,ORES,skip,non_data_row,,,,,,,
621,,,,,ORES,skip,non_data_row,,,,,,,
622,,,,,ORES,skip,non_data_row,,,,,,,
623,,,,,ORES,skip,non_data_row,,,,,,,
624,,,,,ORES,skip,non_data_row,,,,,,,
625,,,,,ORES,skip,non_data_row,,,,,,,
626,,,,,ORES,skip,non_data_row,,,,,,,
627,,,,,ORES,skip,non_data_row,,,,,,,
628,,,,,ORES,skip,non_data_row,,,,,,,
629,,,,,ORES,skip,non_data_row,,,,,,,
630,,,,,ORES,skip,non_data_row,,,,,,,
631,,,,,ORES,skip,non_data_row,,,,,,,
632,,,,,ORES,skip,non_data_row,,,,,,,
633,,,,,ORES,skip,non_data_row,,,,,,,
634,,,,,ORES,skip,non_data_row,,,,,,,
635,,,,,ORES,skip,non_data_row,,,,,,,
636,,,,,ORES,skip,non_data_row,,,,,,,
637,,,,,ORES,skip,non_data_row,,,,,,,
638,,,,,ORES,skip,non_data_row,,,,,,,
639,,,,,ORES,skip,non_data_row,,,,,,,
640,,,,,ORES,skip,non_data_row,,,,,,,
641,,,,,ORES,skip,non_data_row,,,,,,,
642,,,,,ORES,skip,non_data_row,,,,,,,
643,,,,,ORES,skip,non_data_row,,,,,,,
644,,,,,ORES,skip,non_data_row,,,,,,,
645,,,,,ORES,skip,non_data_row,,,,,,,
646,,,,,ORES,skip,non_data_row,,,,,,,
647,,,,,ORES,skip,non_data_row,,,,,,,
648,,,,,ORES,skip,non_data_row,,,,,,,
649,,,,,ORES,skip,non_data_row,,,,,,,
650,,,,,ORES,skip,non_data_row,,,,,,,
651,,,,,ORES,skip,non_data_row,,,,,,,
652,,,,,ORES,skip,non_data_row,,,,,,,
653,,,,,ORES,skip,non_data_row,,,,,,,
654,,,,,ORES,skip,non_data_row,,,,,,,
655,,,,,ORES,skip,non_data_row,,,,,,,
656,,,,,ORES,skip,non_data_row,,,,,,,
657,,,,,ORES,skip,non_data_row,,,,,,,
658,,,,,ORES,skip,non_data_row,,,,,,,
659,,,,,ORES,skip,non_data_row,,,,,,,
660,,,,,ORES,skip,non_data_row,,,,,,,
661,,,,,ORES,skip,non_data_row,,,,,,,
662,,,,,ORES,skip,non_data_row,,,,,,,
663,,,,,ORES,skip,non_data_row,,,,,,,
664,,,,,ORES,skip,non_data_row,,,,,,,
665,,,,,ORES,skip,non_data_row,,,,,,,
666,,,,,ORES,skip,non_data_row,,,,,,,
667,,,,,ORES,skip,non_data_row,,,,,,,
668,,,,,ORES,skip,non_data_row,,,,,,,
669,,,,,ORES,skip,non_data_row,,,,,,,
670,,,,,ORES,skip,non_data_row,,,,,,,
671,,,,,ORES,skip,non_data_row,,,,,,,
672,,,,,ORES,skip,non_data_row,,,,,,,
673,,,,,ORES,skip,non_data_row,,,,,,,
674,,,,,ORES,skip,non_data_row,,,,,,,
675,,,,,ORES,skip,non_data_row,,,,,,,
676,,,,,ORES,skip,non_data_row,,,,,,,
677,,,,,ORES,skip,non_data_row,,,,,,,
678,,,,,ORES,skip,non_data_row,,,,,,,
679,,,,,ORES,skip,non_data_row,,,,,,,
680,,,,,ORES,skip,non_data_row,,,,,,,
681,,,,,ORES,skip,non_data_row,,,,,,,
682,,,,,ORES,skip,non_data_row,,,,,,,
683,,,,,ORES,skip,non_data_row,,,,,,,
684,,,,,ORES,skip,non_data_row,,,,,,,
685,,,,,ORES,skip,non_data_row,,,,,,,
686,,,,,ORES,skip,non_data_row,,,,,,,
687,,,,,ORES,skip,non_data_row,,,,,,,
688,,,,,ORES,skip,non_data_row,,,,,,,
689,,,,,ORES,skip,non_data_row,,,,,,,
690,,,,,ORES,skip,non_data_row,,,,,,,
691,,,,,ORES,skip,non_data_row,,,,,,,
692,,,,,ORES,skip,non_data_row,,,,,,,
693,,,,,ORES,skip,non_data_row,,,,,,,
694,,,,,ORES,skip,non_data_row,,,,,,,
695,,,,,ORES,skip,non_data_row,,,,,,,
696,,,,,ORES,skip,non_data_row,,,,,,,
697,,,,,ORES,skip,non_data_row,,,,,,,
698,,,,,ORES,skip,non_data_row,,,,,,,
699,,,,,ORES,skip,non_data_row,,,,,,,
700,,,,,ORES,skip,non_data_row,,,,,,,
701,,,,,ORES,skip,non_data_row,,,,,,,
702,,,,,ORES,skip,non_data_row,,,,,,,
703,,,,,ORES,skip,non_data_row,,,,,,,
704,,,,,ORES,skip,non_data_row,,,,,,,
705,,,,,ORES,skip,non_data_row,,,,,,,
706,,,,,ORES,skip,non_data_row,,,,,,,
707,,,,,ORES,skip,non_data_row,,,,,,,
708,,,,,ORES,skip,non_data_row,,,,,,,
709,,,,,ORES,skip,non_data_row,,,,,,,
710,,,,,ORES,skip,non_data_row,,,,,,,
711,,,,,ORES,skip,non_data_row,,,,,,,
712,,,,,ORES,skip,non_data_row,,,,,,,
713,,,,,ORES,skip,non_data_row,,,,,,,
714,,,,,ORES,skip,non_data_row,,,,,,,
715,,,,,ORES,skip,non_data_row,,,,,,,
716,,,,,ORES,skip,non_data_row,,,,,,,
717,,,,,ORES,skip,non_data_row,,,,,,,
718,,,,,ORES,skip,non_data_row,,,,,,,
719,,,,,ORES,skip,non_data_row,,,,,,,
720,,,,,ORES,skip,non_data_row,,,,,,,
721,,,,,ORES,skip,non_data_row,,,,,,,
722,,,,,ORES,skip,non_data_row,,,,,,,
723,,,,,ORES,skip,non_data_row,,,,,,,
724,,,,,ORES,skip,non_data_row,,,,,,,
725,,,,,ORES,skip,non_data_row,,,,,,,
726,,,,,ORES,skip,non_data_row,,,,,,,
727,,,,,ORES,skip,non_data_row,,,,,,,
728,,,,,ORES,skip,non_data_row,,,,,,,
729,,,,,ORES,skip,non_data_row,,,,,,,
730,,,,,ORES,skip,non_data_row,,,,,,,
731,,,,,ORES,skip,non_data_row,,,,,,,
732,,,,,ORES,skip,non_data_row,,,,,,,
733,,,,,ORES,skip,non_data_row,,,,,,,
734,,,,,ORES,skip,non_data_row,,,,,,,
735,,,,,ORES,skip,non_data_row,,,,,,,
736,,,,,ORES,skip,non_data_row,,,,,,,
737,,,,,ORES,skip,non_data_row,,,,,,,
738,,,,,ORES,skip,non_data_row,,,,,,,
739,,,,,ORES,skip,non_data_row,,,,,,,
740,,,,,ORES,skip,non_data_row,,,,,,,
741,,,,,ORES,skip,non_data_row,,,,,,,
742,,,,,ORES,skip,non_data_row,,,,,,,
743,,,,,ORES,skip,non_data_row,,,,,,,
744,,,,,ORES,skip,non_data_row,,,,,,,
745,,,,,ORES,skip,non_data_row,,,,,,,
746,,,,,ORES,skip,non_data_row,,,,,,,
747,,,,,ORES,skip,non_data_row,,,,,,,
748,,,,,ORES,skip,non_data_row,,,,,,,
749,,,,,ORES,skip,non_data_row,,,,,,,
750,,,,,ORES,skip,non_data_row,,,,,,,
751,,,,,ORES,skip,non_data_row,,,,,,,
752,,,,,ORES,skip,non_data_row,,,,,,,
753,,,,,ORES,skip,non_data_row,,,,,,,
754,,,,,ORES,skip,non_data_row,,,,,,,
755,,,,,ORES,skip,non_data_row,,,,,,,
756,,,,,ORES,skip,non_data_row,,,,,,,
757,,,,,ORES,skip,non_data_row,,,,,,,
758,,,,,ORES,skip,non_data_row,,,,,,,
759,,,,,ORES,skip,non_data_row,,,,,,,
760,,,,,ORES,skip,non_data_row,,,,,,,
761,,,,,ORES,skip,non_data_row,,,,,,,
762,,,,,ORES,skip,non_data_row,,,,,,,
763,,,,,ORES,skip,non_data_row,,,,,,,
764,,,,,ORES,skip,non_data_row,,,,,,,
765,,,,,ORES,skip,non_data_row,,,,,,,
766,,,,,ORES,skip,non_data_row,,,,,,,
767,,,,,ORES,skip,non_data_row,,,,,,,
768,,,,,ORES,skip,non_data_row,,,,,,,
769,,,,,ORES,skip,non_data_row,,,,,,,
770,,,,,ORES,skip,non_data_row,,,,,,,
771,,,,,ORES,skip,non_data_row,,,,,,,
772,,,,,ORES,skip,non_data_row,,,,,,,
773,,,,,ORES,skip,non_data_row,,,,,,,
774,,,,,ORES,skip,non_data_row,,,,,,,
775,,,,,ORES,skip,non_data_row,,,,,,,
776,,,,,ORES,skip,non_data_row,,,,,,,
777,,,,,ORES,skip,non_data_row,,,,,,,
778,,,,,ORES,skip,non_data_row,,,,,,,
779,,,,,ORES,skip,non_data_row,,,,,,,
780,,,,,ORES,skip,non_data_row,,,,,,,
781,,,,,ORES,skip,non_data_row,,,,,,,
782,,,,,ORES,skip,non_data_row,,,,,,,
783,,,,,ORES,skip,non_data_row,,,,,,,
784,,,,,ORES,skip,non_data_row,,,,,,,
785,,,,,ORES,skip,non_data_row,,,,,,,
786,,,,,ORES,skip,non_data_row,,,,,,,
787,,,,,ORES,skip,non_data_row,,,,,,,
788,,,,,ORES,skip,non_data_row,,,,,,,
789,,,,,ORES,skip,non_data_row,,,,,,,
790,,,,,ORES,skip,non_data_row,,,,,,,
791,,,,,ORES,skip,non_data_row,,,,,,,
792,,,,,ORES,skip,non_data_row,,,,,,,
793,,,,,ORES,skip,non_data_row,,,,,,,
794,,,,,ORES,skip,non_data_row,,,,,,,
795,,,,,ORES,skip,non_data_row,,,,,,,
796,,,,,ORES,skip,non_data_row,,,,,,,
797,,,,,ORES,skip,non_data_row,,,,,,,
798,,,,,ORES,skip,non_data_row,,,,,,,
799,,,,,ORES,skip,non_data_row,,,,,,,
800,,,,,ORES,skip,non_data_row,,,,,,,
801,,,,,ORES,skip,non_data_row,,,,,,,
802,,,,,ORES,skip,non_data_row,,,,,,,
803,,,,,ORES,skip,non_data_row,,,,,,,
804,,,,,ORES,skip,non_data_row,,,,,,,
805,,,,,ORES,skip,non_data_row,,,,,,,
806,,,,,ORES,skip,non_data_row,,,,,,,
807,,,,,ORES,skip,non_data_row,,,,,,,
808,,,,,ORES,skip,non_data_row,,,,,,,
809,,,,,ORES,skip,non_data_row,,,,,,,
810,,,,,ORES,skip,non_data_row,,,,,,,
811,,,,,ORES,skip,non_data_row,,,,,,,
812,,,,,ORES,skip,non_data_row,,,,,,,
813,,,,,ORES,skip,non_data_row,,,,,,,
814,,,,,ORES,skip,non_data_row,,,,,,,
815,,,,,ORES,skip,non_data_row,,,,,,,
816,,,,,ORES,skip,non_data_row,,,,,,,
817,,,,,ORES,skip,non_data_row,,,,,,,
818,,,,,ORES,skip,non_data_row,,,,,,,
819,,,,,ORES,skip,non_data_row,,,,,,,
820,,,,,ORES,skip,non_data_row,,,,,,,
821,,,,,ORES,skip,non_data_row,,,,,,,
822,,,,,ORES,skip,non_data_row,,,,,,,
823,,,,,ORES,skip,non_data_row,,,,,,,
824,,,,,ORES,skip,non_data_row,,,,,,,
825,,,,,ORES,skip,non_data_row,,,,,,,
826,,,,,ORES,skip,non_data_row,,,,,,,
827,,,,,ORES,skip,non_data_row,,,,,,,
828,,,,,ORES,skip,non_data_row,,,,,,,
829,,,,,ORES,skip,non_data_row,,,,,,,
830,,,,,ORES,skip,non_data_row,,,,,,,
831,,,,,ORES,skip,non_data_row,,,,,,,
832,,,,,ORES,skip,non_data_row,,,,,,,
833,,,,,ORES,skip,non_data_row,,,,,,,
834,,,,,ORES,skip,non_data_row,,,,,,,
835,,,,,ORES,skip,non_data_row,,,,,,,
836,,,,,ORES,skip,non_data_row,,,,,,,
837,,,,,ORES,skip,non_data_row,,,,,,,
838,,,,,ORES,skip,non_data_row,,,,,,,
839,,,,,ORES,skip,non_data_row,,,,,,,
840,,,,,ORES,skip,non_data_row,,,,,,,
841,,,,,ORES,skip,non_data_row,,,,,,,
842,,,,,ORES,skip,non_data_row,,,,,,,
843,,,,,ORES,skip,non_data_row,,,,,,,
844,,,,,ORES,skip,non_data_row,,,,,,,
845,,,,,ORES,skip,non_data_row,,,,,,,
846,,,,,ORES,skip,non_data_row,,,,,,,
847,,,,,ORES,skip,non_data_row,,,,,,,
848,,,,,ORES,skip,non_data_row,,,,,,,
849,,,,,ORES,skip,non_data_row,,,,,,,
850,,,,,ORES,skip,non_data_row,,,,,,,
851,,,,,ORES,skip,non_data_row,,,,,,,
852,,,,,ORES,skip,non_data_row,,,,,,,
853,,,,,ORES,skip,non_data_row,,,,,,,
854,,,,,ORES,skip,non_data_row,,,,,,,
855,,,,,ORES,skip,non_data_row,,,,,,,
856,,,,,ORES,skip,non_data_row,,,,,,,
857,,,,,ORES,skip,non_data_row,,,,,,,
858,,,,,ORES,skip,non_data_row,,,,,,,
859,,,,,ORES,skip,non_data_row,,,,,,,
860,,,,,ORES,skip,non_data_row,,,,,,,
861,,,,,ORES,skip,non_data_row,,,,,,,
862,,,,,ORES,skip,non_data_row,,,,,,,
863,,,,,ORES,skip,non_data_row,,,,,,,
864,,,,,ORES,skip,non_data_row,,,,,,,
865,,,,,ORES,skip,non_data_row,,,,,,,
866,,,,,ORES,skip,non_data_row,,,,,,,
867,,,,,ORES,skip,non_data_row,,,,,,,
868,,,,,ORES,skip,non_data_row,,,,,,,
869,,,,,ORES,skip,non_data_row,,,,,,,
870,,,,,ORES,skip,non_data_row,,,,,,,
871,,,,,ORES,skip,non_data_row,,,,,,,
872,,,,,ORES,skip,non_data_row,,,,,,,
873,,,,,ORES,skip,non_data_row,,,,,,,
874,,,,,ORES,skip,non_data_row,,,,,,,
875,,,,,ORES,skip,non_data_row,,,,,,,
876,,,,,ORES,skip,non_data_row,,,,,,,
877,,,,,ORES,skip,non_data_row,,,,,,,
878,,,,,ORES,skip,non_data_row,,,,,,,
879,,,,,ORES,skip,non_data_row,,,,,,,
880,,,,,ORES,skip,non_data_row,,,,,,,
881,,,,,ORES,skip,non_data_row,,,,,,,
882,,,,,ORES,skip,non_data_row,,,,,,,
883,,,,,ORES,skip,non_data_row,,,,,,,
884,,,,,ORES,skip,non_data_row,,,,,,,
885,,,,,ORES,skip,non_data_row,,,,,,,
886,,,,,ORES,skip,non_data_row,,,,,,,
887,,,,,ORES,skip,non_data_row,,,,,,,
888,,,,,ORES,skip,non_data_row,,,,,,,
889,,,,,ORES,skip,non_data_row,,,,,,,
890,,,,,ORES,skip,non_data_row,,,,,,,
891,,,,,ORES,skip,non_data_row,,,,,,,
892,,,,,ORES,skip,non_data_row,,,,,,,
893,,,,,ORES,skip,non_data_row,,,,,,,
894,,,,,ORES,skip,non_data_row,,,,,,,
895,,,,,ORES,skip,non_data_row,,,,,,,
896,,,,,ORES,skip,non_data_row,,,,,,,
897,,,,,ORES,skip,non_data_row,,,,,,,
898,,,,,ORES,skip,non_data_row,,,,,,,
899,,,,,ORES,skip,non_data_row,,,,,,,
900,,,,,ORES,skip,non_data_row,,,,,,,
901,,,,,ORES,skip,non_data_row,,,,,,,
902,,,,,ORES,skip,non_data_row,,,,,,,
903,,,,,ORES,skip,non_data_row,,,,,,,
904,,,,,ORES,skip,non_data_row,,,,,,,
905,,,,,ORES,skip,non_data_row,,,,,,,
906,,,,,ORES,skip,non_data_row,,,,,,,
907,,,,,ORES,skip,non_data_row,,,,,,,
908,,,,,ORES,skip,non_data_row,,,,,,,
909,,,,,ORES,skip,non_data_row,,,,,,,
910,,,,,ORES,skip,non_data_row,,,,,,,
911,,,,,ORES,skip,non_data_row,,,,,,,
912,,,,,ORES,skip,non_data_row,,,,,,,
913,,,,,ORES,skip,non_data_row,,,,,,,
914,,,,,ORES,skip,non_data_row,,,,,,,
915,,,,,ORES,skip,non_data_row,,,,,,,
916,,,,,ORES,skip,non_data_row,,,,,,,
917,,,,,ORES,skip,non_data_row,,,,,,,
918,,,,,ORES,skip,non_data_row,,,,,,,
919,,,,,ORES,skip,non_data_row,,,,,,,
920,,,,,ORES,skip,non_data_row,,,,,,,
921,,,,,ORES,skip,non_data_row,,,,,,,
922,,,,,ORES,skip,non_data_row,,,,,,,
923,,,,,ORES,skip,non_data_row,,,,,,,
924,,,,,ORES,skip,non_data_row,,,,,,,
925,,,,,ORES,skip,non_data_row,,,,,,,
926,,,,,ORES,skip,non_data_row,,,,,,,
927,,,,,ORES,skip,non_data_row,,,,,,,
928,,,,,ORES,skip,non_data_row,,,,,,,
929,,,,,ORES,skip,non_data_row,,,,,,,
930,,,,,ORES,skip,non_data_row,,,,,,,
931,,,,,ORES,skip,non_data_row,,,,,,,
932,,,,,ORES,skip,non_data_row,,,,,,,
933,,,,,ORES,skip,non_data_row,,,,,,,
934,,,,,ORES,skip,non_data_row,,,,,,,
935,,,,,ORES,skip,non_data_row,,,,,,,
936,,,,,ORES,skip,non_data_row,,,,,,,
937,,,,,ORES,skip,non_data_row,,,,,,,
938,,,,,ORES,skip,non_data_row,,,,,,,
939,,,,,ORES,skip,non_data_row,,,,,,,
940,,,,,ORES,skip,non_data_row,,,,,,,
941,,,,,ORES,skip,non_data_row,,,,,,,
942,,,,,ORES,skip,non_data_row,,,,,,,
943,,,,,ORES,skip,non_data_row,,,,,,,
944,,,,,ORES,skip,non_data_row,,,,,,,
945,,,,,ORES,skip,non_data_row,,,,,,,
946,,,,,ORES,skip,non_data_row,,,,,,,
947,,,,,ORES,skip,non_data_row,,,,,,,
948,,,,,ORES,skip,non_data_row,,,,,,,
949,,,,,ORES,skip,non_data_row,,,,,,,
950,,,,,ORES,skip,non_data_row,,,,,,,
951,,,,,ORES,skip,non_data_row,,,,,,,
952,,,,,ORES,skip,non_data_row,,,,,,,
953,,,,,ORES,skip,non_data_row,,,,,,,
954,,,,,ORES,skip,non_data_row,,,,,,,
955,,,,,ORES,skip,non_data_row,,,,,,,
956,,,,,ORES,skip,non_data_row,,,,,,,
957,,,,,ORES,skip,non_data_row,,,,,,,
958,,,,,ORES,skip,non_data_row,,,,,,,
959,,,,,ORES,skip,non_data_row,,,,,,,
960,,,,,ORES,skip,non_data_row,,,,,,,
961,,,,,ORES,skip,non_data_row,,,,,,,
962,,,,,ORES,skip,non_data_row,,,,,,,
963,,,,,ORES,skip,non_data_row,,,,,,,
964,,,,,ORES,skip,non_data_row,,,,,,,
965,,,,,ORES,skip,non_data_row,,,,,,,
966,,,,,ORES,skip,non_data_row,,,,,,,
967,,,,,ORES,skip,non_data_row,,,,,,,
968,,,,,ORES,skip,non_data_row,,,,,,,
969,,,,,ORES,skip,non_data_row,,,,,,,
970,,,,,ORES,skip,non_data_row,,,,,,,
971,,,,,ORES,skip,non_data_row,,,,,,,
972,,,,,ORES,skip,non_data_row,,,,,,,
973,,,,,ORES,skip,non_data_row,,,,,,,
974,,,,,ORES,skip,non_data_row,,,,,,,
975,,,,,ORES,skip,non_data_row,,,,,,,
976,,,,,ORES,skip,non_data_row,,,,,,,
977,,,,,ORES,skip,non_data_row,,,,,,,
978,,,,,ORES,skip,non_data_row,,,,,,,
979,,,,,ORES,skip,non_data_row,,,,,,,
980,,,,,ORES,skip,non_data_row,,,,,,,
981,,,,,ORES,skip,non_data_row,,,,,,,
982,,,,,ORES,skip,non_data_row,,,,,,,
983,,,,,ORES,skip,non_data_row,,,,,,,
984,,,,,ORES,skip,non_data_row,,,,,,,
